"",,,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Total water withdrawal (10^9 m3/year)","Central African Republic","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.0194,"I",,,,"",,,,"",,2000,0.0662,"L",,2005,0.0725,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Chad","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.181,"",,,,"",,,,"",,2002,0.8492,"L",,2005,0.8796,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Comoros","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1999,0.01,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Congo","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.04,"",,,,"",,,,"",,2002,0.046,"I",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Côte d'Ivoire","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.709,"",,1990,1.1,"",,1994,1.232,"",,2000,1.409,"L",,2005,1.549,"L",,,,"",,2014,1.162,"",
"Total water withdrawal (10^9 m3/year)","Democratic Republic of the Congo","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.5841,"L",,2005,0.6836,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Djibouti","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1985,0.008,"",,,,"",,,,"",,2000,0.019,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Egypt","World | Africa",,,"",,,,"",,,,"",,1975,48.2,"",,,,"",,,,"",,,,"",,1995,58.87,"I",,2000,68.3,"",,,,"",,2012,72.3,"",,2017,77.5,"",
"Total water withdrawal (10^9 m3/year)","Equatorial Guinea","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.01,"",,,,"",,,,"",,2000,0.0174,"L",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Eritrea","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.4134,"L",,2004,0.582,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Eswatini","World | Africa",,,"",,,,"",,,,"",,,,"",,1980,0.657,"",,,,"",,,,"",,,,"",,2000,1.042,"I",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Ethiopia","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,5.558,"I",,2005,7.861,"I",,,,"",,2016,10.55,"K",
"Total water withdrawal (10^9 m3/year)","Gabon","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.06,"",,,,"",,,,"",,2000,0.1203,"L",,2005,0.1391,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Gambia","World | Africa",,,"",,,,"",,,,"",,,,"",,1982,0.02,"",,,,"",,,,"",,,,"",,2000,0.0905,"L",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Ghana","World | Africa",,,"",,,,"",,1970,0.3,"I",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.982,"I",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Guinea","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.74,"",,,,"",,,,"",,2001,0.5533,"L",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Guinea-Bissau","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,0.0166,"",,1996,0.175,"",,2000,0.175,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Kenya","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,2.049,"",,,,"",,,,"",,2003,2.32,"",,2010,3.218,"",,2016,4.032,"",
"Total water withdrawal (10^9 m3/year)","Lesotho","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.05,"",,,,"",,,,"",,2000,0.0438,"L",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Liberia","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.13,"",,,,"",,,,"",,2000,0.1308,"L",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Libya","World | Africa",,,"",,,,"",,,,"",,1975,1.2,"",,1980,1.47,"",,1985,3.115,"I",,1990,4.76,"",,1994,4.6,"",,2000,4.326,"",,2005,4.869,"",,2012,5.83,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Madagascar","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1984,16.3,"",,,,"",,,,"",,2000,13.37,"I",,2006,13.56,"I",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Malawi","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,0.936,"",,2002,1.325,"L",,2005,1.357,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Mali","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,1.36,"",,,,"",,,,"",,,,"",,2006,5.186,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Mauritania","World | Africa",,,"",,,,"",,,,"",,,,"",,1980,0.73,"",,,,"",,,,"",,,,"",,2000,1.601,"L",,2005,1.35,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Mauritius","World | Africa",,,"",,,,"",,,,"",,1975,0.36,"",,,,"",,,,"",,1990,0.566,"",,1995,0.615,"",,2000,0.61,"",,2007,0.63,"",,2012,0.582,"",,2017,0.616,"",
"Total water withdrawal (10^9 m3/year)","Morocco","World | Africa",,,"",,,,"",,,,"",,1975,9.0,"",,1980,10.05,"",,1985,11.0,"",,1992,11.04,"",,1995,11.26,"I",,2002,14.82,"",,,,"",,2010,10.43,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Mozambique","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.605,"",,,,"",,2001,0.8842,"L",,,,"",,,,"",,2015,1.473,"",
"Total water withdrawal (10^9 m3/year)","Namibia","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1985,0.14,"",,1991,0.249,"",,1995,0.273,"I",,2002,0.288,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Niger","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1988,0.5,"",,,,"",,,,"",,2005,0.9836,"L",,,,"",,2017,1.751,"",
"Total water withdrawal (10^9 m3/year)","Nigeria","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,5.59,"I",,,,"",,,,"",,2000,10.31,"L",,2005,11.57,"L",,2010,12.47,"L",,,,"",
"Total water withdrawal (10^9 m3/year)","Rwanda","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.15,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Sao Tome and Principe","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1993,0.007,"",,,,"",,,,"",,,,"",,2016,0.0409,"",
"Total water withdrawal (10^9 m3/year)","Senegal","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,1.36,"",,,,"",,,,"",,2002,2.221,"I",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Seychelles","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1989,0.0119,"I",,,,"",,,,"",,2005,0.0137,"I",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Sierra Leone","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.37,"",,,,"",,,,"",,2000,0.1889,"L",,2005,0.2122,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Somalia","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.81,"",,,,"",,,,"",,2000,3.29,"L",,2003,3.298,"I",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","South Africa","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,13.31,"",,1995,12.9,"I",,2000,12.79,"",,,,"",,,,"",,2017,19.38,"",
"Total water withdrawal (10^9 m3/year)","South Sudan","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2011,0.658,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Sudan","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2011,26.93,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Togo","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.091,"",,,,"",,,,"",,2002,0.169,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Tunisia","World | Africa",,,"",,,,"",,,,"",,1975,1.07,"",,1980,1.9,"",,1985,2.3,"",,1990,3.075,"",,1995,2.857,"I",,2001,2.85,"I",,,,"",,2011,3.305,"I",,2017,4.875,"",
"Total water withdrawal (10^9 m3/year)","Uganda","World | Africa",,,"",,,,"",,1970,0.2,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,0.3174,"I",,,,"",,2008,0.637,"",,,,"",
"Total water withdrawal (10^9 m3/year)","United Republic of Tanzania","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,5.184,"K",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Zambia","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,1.747,"",,1994,1.706,"",,2002,1.572,"L",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Zimbabwe","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,1.22,"",,,,"",,,,"",,2002,4.205,"",,2007,3.57,"","[299]",,,"",,2017,3.339,"",
"Total water withdrawal (10^9 m3/year)","Afghanistan","World | Asia",,,"",,,,"",,,,"",,1975,10.7,"",,,,"",,1987,26.11,"",,,,"",,,,"",,2000,20.28,"I",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Armenia","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,2.925,"",,2002,1.733,"I",,2007,2.858,"I",,2012,2.941,"",,2017,2.866,"",
"Total water withdrawal (10^9 m3/year)","Azerbaijan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,16.2,"",,1997,12.51,"",,2002,10.07,"",,2007,12.27,"",,2012,11.97,"",,2017,12.78,"",
"Total water withdrawal (10^9 m3/year)","Bahrain","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.239,"",,,,"",,,,"",,2003,0.3574,"",,,,"",,2016,0.4344,"",
"Total water withdrawal (10^9 m3/year)","Bangladesh","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2008,35.87,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Bhutan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2008,0.338,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Brunei Darussalam","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,0.076,"",,1994,0.092,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Cambodia","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2006,2.184,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","China","World | Asia",,,"",,,,"",,,,"",,,,"",,1980,443.7,"",,1985,481.1,"I",,1990,500.0,"",,1993,525.4,"",,2000,549.8,"",,2007,571.3,"",,2012,603.3,"",,2015,598.1,"",
"Total water withdrawal (10^9 m3/year)","Democratic People's Republic of Korea","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2005,8.658,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Georgia","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2005,1.813,"I",,2008,1.823,"",,,,"",
"Total water withdrawal (10^9 m3/year)","India","World | Asia",,,"",,,,"",,,,"",,1975,380.0,"",,1980,438.3,"I",,1986,497.4,"I",,1990,500.0,"",,,,"",,2000,610.4,"I",,,,"",,2010,761.0,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Indonesia","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,74.34,"",,,,"",,2000,113.3,"",,,,"",,,,"",,2016,222.6,"",
"Total water withdrawal (10^9 m3/year)","Iran (Islamic Republic of)","World | Asia",,,"",,,,"",,,,"",,1975,45.0,"",,,,"",,,,"",,,,"",,1995,83.0,"",,2001,89.7,"I",,2004,93.3,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Iraq","World | Asia",,,"",,,,"",,,,"",,1975,40.56,"",,1980,40.8,"I",,1985,41.02,"",,1990,42.8,"",,1995,54.4,"I",,2000,66.0,"",,,,"",,,,"",,2016,38.55,"",
"Total water withdrawal (10^9 m3/year)","Israel","World | Asia",,,"",,,,"",,1970,1.564,"",,1975,1.632,"I",,1980,1.7,"",,1986,1.9,"",,1990,1.804,"",,1995,1.812,"E",,2002,1.831,"",,2004,1.954,"",,2010,1.919,"",,2017,2.304,"",
"Total water withdrawal (10^9 m3/year)","Japan","World | Asia",,,"",,,,"",,,,"",,,,"",,1980,88.2,"",,,,"",,1992,91.4,"",,1997,89.23,"E",,2002,84.65,"E",,2007,82.98,"E",,2009,81.45,"E",,,,"",
"Total water withdrawal (10^9 m3/year)","Jordan","World | Asia",,,"",,,,"",,,,"",,1975,0.451,"",,1980,0.535,"I",,1985,0.619,"",,1992,0.984,"",,,,"",,2002,0.803,"",,2007,0.932,"",,2012,0.849,"",,2016,1.044,"",
"Total water withdrawal (10^9 m3/year)","Kazakhstan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,33.67,"",,2002,22.27,"",,2007,22.81,"",,2012,21.39,"",,2017,24.45,"",
"Total water withdrawal (10^9 m3/year)","Kuwait","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,0.538,"",,2002,0.9132,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Kyrgyzstan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,10.09,"",,2000,10.08,"L",,2006,8.007,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Lao People's Democratic Republic","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2005,3.493,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Lebanon","World | Asia",,,"",,,,"",,,,"",,1975,0.751,"",,,,"",,,,"",,,,"",,1994,1.293,"",,2000,1.433,"L",,2005,1.31,"",,,,"",,2015,1.84,"",
"Total water withdrawal (10^9 m3/year)","Malaysia","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,10.12,"I",,1996,5.488,"I",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Maldives","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.0034,"",,,,"",,,,"",,,,"",,,,"",,2008,0.0059,"I","[300]",,,"",
"Total water withdrawal (10^9 m3/year)","Mongolia","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1993,0.428,"",,,,"",,2006,0.54,"",,2009,0.551,"",,2016,0.4624,"",
"Total water withdrawal (10^9 m3/year)","Myanmar","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,1987,28.26,"I",,,,"",,,,"",,2000,33.23,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Nepal","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,9.562,"L",,2006,9.497,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Oman","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,1.223,"",,,,"",,2000,1.36,"L",,2003,1.321,"",,,,"",,2013,1.872,"I",
"Total water withdrawal (10^9 m3/year)","Pakistan","World | Asia",,,"",,,,"",,,,"",,1975,153.4,"",,,,"",,,,"",,1991,155.6,"",,,,"",,2000,172.6,"L",,,,"",,2008,183.5,"K",,,,"",
"Total water withdrawal (10^9 m3/year)","Palestine","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2001,0.279,"",,2005,0.418,"",,,,"",,2017,0.3752,"",
"Total water withdrawal (10^9 m3/year)","Papua New Guinea","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.2714,"L",,2005,0.3921,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Philippines","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,81.5,"",,2012,84.25,"",,2017,92.75,"",
"Total water withdrawal (10^9 m3/year)","Qatar","World | Asia",,,"",,,,"",,,,"",,1975,0.15,"",,,,"",,,,"",,,,"",,1994,0.2849,"",,2000,0.2939,"I",,2007,0.436,"",,,,"",,2016,0.9126,"",
"Total water withdrawal (10^9 m3/year)","Republic of Korea","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,20.57,"E",,1997,25.44,"E",,2002,29.16,"E",,2005,29.2,"E",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Saudi Arabia","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,17.02,"",,,,"",,,,"",,2006,23.67,"E",,2012,20.88,"",,2017,23.35,"",
"Total water withdrawal (10^9 m3/year)","Singapore","World | Asia",,,"",,,,"",,,,"",,1975,0.19,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2017,0.6594,"",
"Total water withdrawal (10^9 m3/year)","Sri Lanka","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,9.769,"",,,,"",,2000,13.01,"L",,2005,12.95,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Syrian Arab Republic","World | Asia",,,"",,,,"",,,,"",,1975,3.34,"",,,,"",,,,"",,,,"",,1997,14.43,"",,2002,16.36,"",,2005,16.76,"I",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Tajikistan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,11.87,"",,2000,11.96,"L",,2006,11.49,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Thailand","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,57.31,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Timor-Leste","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2004,1.172,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Turkey","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,31.6,"",,,,"",,2002,37.78,"",,2006,35.99,"",,2012,50.51,"I",,2017,58.79,"",
"Total water withdrawal (10^9 m3/year)","Turkmenistan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,23.78,"",,2000,24.91,"L",,2004,27.95,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","United Arab Emirates","World | Asia",,,"",,,,"",,,,"",,,,"",,1980,0.9,"",,,,"",,,,"",,1995,2.108,"",,2000,2.904,"I",,2005,3.998,"I",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Uzbekistan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,58.05,"",,2001,60.58,"",,2005,56.0,"",,,,"",,2017,58.9,"",
"Total water withdrawal (10^9 m3/year)","Viet Nam","World | Asia",,,"",,,,"",,,,"",,,,"",,1980,37.86,"",,1985,45.27,"",,,,"",,,,"",,,,"",,2005,82.03,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Yemen","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,2.932,"",,,,"",,2000,3.4,"",,2005,3.565,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Albania","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,1.2,"",,,,"",,2000,1.838,"L",,2006,1.311,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Andorra","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Austria","World | Europe",,,"",,,,"",,,,"",,,,"",,1980,3.342,"E",,1985,3.58,"E",,1990,3.807,"E",,1997,3.644,"E",,2002,3.668,"E",,,,"",,2010,3.492,"E",,,,"",
"Total water withdrawal (10^9 m3/year)","Belarus","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,1.98,"",,2000,1.837,"",,2005,1.706,"",,2010,1.548,"",,2017,1.397,"",
"Total water withdrawal (10^9 m3/year)","Belgium","World | Europe",,,"",,,,"",,,,"",,,,"",,1980,9.03,"",,,,"",,,,"",,1997,7.69,"E",,2002,6.738,"E",,2007,6.217,"E",,2012,6.017,"E",,2015,3.994,"K",
"Total water withdrawal (10^9 m3/year)","Bosnia and Herzegovina","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Bulgaria","World | Europe",,,"",,,,"",,,,"",,,,"",,1980,14.18,"",,1985,14.09,"I",,1990,7.494,"K",,,,"",,2002,6.589,"E",,2007,6.202,"E",,2012,5.715,"E",,2017,5.659,"K",
"Total water withdrawal (10^9 m3/year)","Croatia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,0.5735,"K",,,,"",,2012,0.6693,"K",,2017,0.715,"K",
"Total water withdrawal (10^9 m3/year)","Cyprus","World | Europe",,,"",,,,"",,,,"",,1975,0.155,"I",,1980,0.177,"I",,1985,0.2,"I",,1990,0.226,"",,1993,0.211,"",,2002,0.2102,"K",,2007,0.2166,"K",,2012,0.2558,"K",,2017,0.311,"I",
"Total water withdrawal (10^9 m3/year)","Czechia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,2.493,"E",,2002,1.908,"E",,2007,1.969,"E",,2012,1.841,"E",,2017,1.63,"",
"Total water withdrawal (10^9 m3/year)","Denmark","World | Europe",,,"",,,,"",,1970,0.72,"E",,1975,1.205,"E",,1980,1.205,"E",,1985,1.705,"E",,1990,1.261,"E",,1997,0.9325,"E",,2002,0.6679,"E",,2007,0.5708,"E",,2012,0.7285,"K",,2016,0.7411,"",
"Total water withdrawal (10^9 m3/year)","Estonia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,2.63,"E",,1995,1.358,"",,2002,1.413,"E",,2007,1.834,"E",,2012,1.631,"",,2017,1.785,"",
"Total water withdrawal (10^9 m3/year)","Faroe Islands","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Finland","World | Europe",,,"",,,,"",,1970,3.3,"E",,1975,3.55,"E",,1980,3.7,"E",,1985,4.0,"E",,1990,2.347,"E",,1995,2.586,"E",,1999,2.328,"E",,2006,6.562,"E",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","France","World | Europe",,,"",,,,"",,,,"",,,,"",,1980,30.97,"E",,1985,34.89,"E",,1992,39.22,"E",,1997,30.34,"E",,2002,32.37,"E",,2007,31.41,"E",,2012,28.06,"",,2016,26.44,"",
"Total water withdrawal (10^9 m3/year)","Germany","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,46.27,"E",,1995,45.2,"",,2001,39.15,"E",,2007,32.3,"E",,2010,33.04,"E",,2016,24.44,"K",
"Total water withdrawal (10^9 m3/year)","Greece","World | Europe",,,"",,,,"",,1970,4.254,"E",,1975,4.276,"E",,1980,5.04,"E",,1985,5.496,"E",,1992,8.038,"E",,1997,8.695,"E",,2002,9.259,"E",,2007,9.63,"K",,2012,9.935,"K",,2016,11.24,"K",
"Total water withdrawal (10^9 m3/year)","Holy See","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Hungary","World | Europe",,,"",,,,"",,1970,2.98,"E",,1975,3.965,"E",,1980,4.805,"E",,1985,6.351,"",,1992,7.137,"E",,1996,6.01,"E",,2002,5.72,"K",,2007,5.584,"E",,2012,5.051,"E",,2017,4.501,"I",
"Total water withdrawal (10^9 m3/year)","Iceland","World | Europe",,,"",,,,"",,,,"",,,,"",,1980,0.108,"E",,1985,0.112,"E",,1992,0.167,"E",,,,"",,2002,0.165,"E",,2004,0.165,"E",,2012,0.2943,"",,2016,0.26,"",
"Total water withdrawal (10^9 m3/year)","Ireland","World | Europe",,,"",,,,"",,,,"",,,,"",,1980,1.07,"E",,,,"",,,,"",,1994,1.176,"E",,,,"",,2007,0.73,"E",,2009,0.757,"E",,,,"",
"Total water withdrawal (10^9 m3/year)","Italy","World | Europe",,,"",,,,"",,1970,41.6,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,45.41,"K",,,,"",,2008,53.75,"E",,2015,34.19,"",
"Total water withdrawal (10^9 m3/year)","Latvia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,0.418,"E",,2002,0.2563,"E",,2007,0.2182,"E",,2012,0.2602,"E",,2017,0.1811,"I",
"Total water withdrawal (10^9 m3/year)","Liechtenstein","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Lithuania","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,4.352,"",,2001,2.768,"E",,2007,2.269,"E",,,,"",,2017,0.259,"",
"Total water withdrawal (10^9 m3/year)","Luxembourg","World | Europe",,,"",,,,"",,1970,0.0348,"E",,1975,0.0425,"E",,1980,0.0397,"E",,1985,0.067,"E",,,,"",,1995,0.0565,"E",,1999,0.0605,"E",,,,"",,2012,0.0445,"E",,2017,0.0456,"",
"Total water withdrawal (10^9 m3/year)","Malta","World | Europe",,,"",,,,"",,,,"",,,,"",,1980,0.02,"",,,,"",,,,"",,1995,0.056,"",,2002,0.0538,"K",,2007,0.0557,"K",,2012,0.0401,"K",,2017,0.0638,"",
"Total water withdrawal (10^9 m3/year)","Monaco","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.0067,"E",,1997,0.006,"E",,2002,0.0058,"E",,2007,0.0055,"E",,2009,0.005,"E",,,,"",
