species,source,year,produced mass (tonnes)
Cape elephantfish,captured,2018,524.0
Yellowbar angelfish,captured,2017,524.0
"Needlefishes, etc. nei",captured,2006,523.0
Trouts nei,captured,1958,523.0
Hair crab,captured,2018,523.0
River Plata mussel,captured,2001,523.0
Red crab,captured,1995,523.0
Striped piggy,captured,2007,523.0
Chars nei,captured,1978,523.0
Tropical spiny lobsters nei,captured,1950,523.0
Largemouth black bass,captured,2013,523.0
Pangas catfish,cultured,1994,523.0
Grass-eaters nei,cultured,2000,522.0
Gulper shark,captured,1998,522.0
Frigate tuna,captured,1981,522.0
Asp,captured,1997,522.0
Kolibri shrimp,captured,2001,522.0
Sea cucumbers nei,captured,1976,522.0
Blotched picarel,captured,2009,522.0
Indian pompano,captured,2011,522.0
Common prawn,captured,1988,522.0
Pangas catfishes nei,captured,1997,522.0
"Catsharks, etc. nei",captured,2015,522.0
Characins nei,cultured,1999,522.0
Great blue spotted mudskipper,cultured,1991,522.0
Argentine stiletto shrimp,captured,1977,521.0
"Catsharks, nursehounds nei",captured,2006,521.0
Choro mussel,captured,2012,521.0
Pacific bluefin tuna,cultured,2001,521.0
European barracuda,captured,2009,521.0
Chaceon geryons nei,captured,1992,521.0
Areolate grouper,captured,2018,521.0
King dory,captured,2018,521.0
Atlantic cod,cultured,2017,520.73
Stumpnoses nei,captured,2013,520.0
Silver-stripe round herring,captured,2014,520.0
Rubyfish,captured,2015,520.0
Parrotfishes nei,captured,1993,520.0
Windowpane flounder,captured,1998,520.0
Common prawn,captured,2000,520.0
Redtail prawn,captured,1972,520.0
Snakehead,cultured,1998,520.0
Striped snakehead,cultured,1951,520.0
Sompat grunt,captured,1986,520.0
Frogs,captured,1965,520.0
Beluga,captured,1992,520.0
Spotted sicklefish,captured,1984,520.0
Yellowtail snapper,captured,1956,520.0
Climbing perch,cultured,2002,519.0
Blue skate,captured,1993,519.0
Olympia oyster,cultured,1953,519.0
Geelbek croaker,captured,2009,519.0
Australian pilchard,captured,1998,519.0
Barbodes balleroides,captured,2014,519.0
Sawsharks nei,captured,2004,519.0
Big-scale sand smelt,captured,1997,519.0
Whiteleg shrimp,captured,2000,519.0
Morays nei,captured,2015,519.0
Torpedo-shaped catfishes nei,cultured,1954,519.0
Geelbek croaker,captured,1997,519.0
Chars nei,captured,1991,519.0
Calanus finmarchicus,captured,2015,519.0
Fat sleeper,captured,2012,519.0
Japanese eel,captured,2005,519.0
Bluespine unicornfish,captured,1975,519.0
Bonefish,captured,1983,519.0
Sand weakfish,captured,1981,519.0
White-clawed crayfish,captured,1979,519.0
Baird's slickhead,captured,2014,518.0
Japanese halfbeak,captured,2009,518.0
Salmonoids nei,cultured,2002,518.0
Snakehead,cultured,1993,518.0
New Zealand dredge oyster,captured,2006,518.0
Periwinkles nei,captured,2018,518.0
"Pomfrets, ocean breams nei",captured,2013,518.0
Euro-American crayfishes nei,captured,1959,518.0
Sturgeons nei,captured,2010,518.0
South Georgia icefish,captured,1981,518.0
Florida pompano,captured,1966,518.0
Chars nei,captured,1997,518.0
Brazilian groupers nei,captured,1998,518.0
Dogfishes and hounds nei,captured,1981,518.0
Kafue pike,cultured,2000,518.0
White grouper,captured,1983,517.0
Baltic prawn,captured,2018,517.0
Palinurid spiny lobsters nei,captured,2014,517.0
Seabasses nei,cultured,2004,517.0
Pacific bluefin tuna,cultured,2002,517.0
Fleshy prawn,cultured,1994,517.0
Titi shrimp,captured,2017,517.0
Stomatopods nei,captured,2009,517.0
Porgies,captured,2005,517.0
West coast sole,captured,1997,517.0
Sompat grunt,captured,1987,517.0
Stimpson's surf clam,captured,1983,517.0
Pacific bluefin tuna,cultured,2003,517.0
Donax clams,captured,2011,517.0
Wreckfish,captured,1991,517.0
Wreckfish,captured,2015,516.0
Milk shark,captured,2010,516.0
Greater weever,captured,2004,516.0
Leporinus obtusidens,captured,2012,516.0
Sea trout,captured,1973,516.0
Giant gourami,captured,1957,516.0
Cape gurnard,captured,2012,516.0
White grunt,captured,2010,516.0
Bleak,captured,2006,516.0
Mangrove cupped oyster,captured,2013,516.0
Parrotfish,captured,2014,516.0
Anadara clams nei,captured,1994,516.0
Perlemoen abalone,captured,2002,516.0
Anadara clams nei,captured,2005,516.0
Mediterranean shore crab,captured,1976,516.0
West coast sole,captured,1990,516.0
Kamchatka flounder,captured,2018,516.0
Atlantic bay scallop,captured,2016,516.0
Scalloped hammerhead,captured,2001,515.0
Lophiosilurus alexandri,captured,2018,515.0
"Filefishes, leatherjackets nei",cultured,2010,515.0
Bronze featherback,cultured,2016,515.0
Perlemoen abalone,cultured,2003,515.0
Velvet leatherjacket,captured,2008,515.0
Marine molluscs nei,cultured,1952,515.0
Corkwing wrasse,captured,2016,515.0
Lophiosilurus alexandri,captured,2015,515.0
Horseshoe crab,captured,2004,515.0
Pontic shad,captured,2015,515.0
American shad,captured,2012,515.0
Cape gurnard,captured,1977,515.0
Lophiosilurus alexandri,captured,2016,515.0
Lophiosilurus alexandri,captured,2017,515.0
Longnose velvet dogfish,captured,2003,514.0
"Catsharks, etc. nei",captured,2013,514.0
Atlantic sharpnose shark,captured,2017,514.0
"Filefishes, leatherjackets nei",captured,1985,514.0
Japanese fan lobster,captured,1992,514.0
Coonstripe shrimp,captured,2013,514.0
Grey snapper,captured,2015,514.0
Blackmouth croaker,captured,2015,514.0
Sand flounders nei,captured,2006,514.0
Arctic char,cultured,1993,514.0
"Snake mackerels, escolars nei",captured,2017,514.0
White seabream,captured,1984,514.0
Squaretail mullet,cultured,1980,514.0
Freshwater drum,captured,1992,514.0
Black cusk-eel,captured,2006,514.0
Red claw crayfish,cultured,2017,513.65
Eelpouts,captured,2003,513.0
Pipi wedge clam,captured,2014,513.0
Patagonian blennie,captured,1983,513.0
Slender rainbow sardine,captured,1977,513.0
Yellowbar angelfish,captured,2016,513.0
"Suckerfishes, remoras nei",captured,2005,513.0
Parore,captured,2012,513.0
Giant red shrimp,captured,1979,513.0
Palaemonid shrimps nei,captured,2000,513.0
Patagonian blennie,captured,2013,513.0
Blackspotted rubberlip,captured,2001,513.0
Knobbed whelk,captured,2007,513.0
Marine worms,captured,2003,513.0
Southern lemon sole,captured,2008,513.0
Cardinal fishes nei,captured,1996,513.0
Sea trout,captured,1971,512.0
Choro mussel,cultured,2009,512.0
Smooth-hound,captured,2010,512.0
"Razor clams, knife clams nei",captured,2009,512.0
River and lake turtles nei,captured,1967,512.0
Antarctic silverfish,captured,1983,512.0
Pontic shad,captured,2006,512.0
Starry ray,captured,2006,512.0
"Gudgeons, sleepers nei",captured,1977,512.0
Common two-banded seabream,captured,2013,512.0
Areolate grouper,cultured,1993,512.0
New Zealand dredge oyster,captured,2007,512.0
Cusk-eels nei,captured,2003,512.0
Yellowbar angelfish,captured,2018,512.0
St.Paul rock lobster,captured,1986,512.0
Angulate volute,captured,2010,512.0
Toli shad,captured,2012,512.0
Sawsharks nei,captured,2005,511.0
Citharids nei,captured,2006,511.0
Gastropods nei,captured,1969,511.0
Pacific rock crab,captured,2004,511.0
Southern king crab,captured,1974,511.0
Ballan wrasse,captured,2018,511.0
Bonefish,captured,2006,511.0
Pacific seabob,captured,2004,511.0
Trouts nei,captured,2011,510.0
Portunus swimcrabs nei,captured,1976,510.0
Bluespine unicornfish,captured,1974,510.0
River and lake turtles nei,captured,1975,510.0
Palinurid spiny lobsters nei,captured,2010,510.0
Gafftopsail sea catfish,captured,2017,510.0
Trouts nei,captured,1957,510.0
Palaemonid shrimps nei,captured,1998,510.0
Gafftopsail sea catfish,captured,2018,510.0
"Snake mackerels, escolars nei",captured,1992,510.0
Brazilian codling,captured,1976,510.0
Atlantic cod,cultured,2016,509.1
Falkland sprat,captured,1985,509.0
Ayu sweetfish,cultured,1963,509.0
Aesop shrimp,captured,2005,509.0
Navaga(=Wachna cod),captured,2006,509.0
Sturgeons nei,captured,2007,509.0
Redtail prawn,captured,2002,509.0
King dory,captured,2016,509.0
Philippine catfish,cultured,2001,509.0
Brycon hilarii,cultured,2003,509.0
Chilean flat oyster,captured,1988,509.0
Banded carpet shell,captured,2016,509.0
Euro-American crayfishes nei,captured,1955,509.0
Yellowleg shrimp,captured,1981,509.0
Common prawn,captured,1998,509.0
White grouper,captured,1980,509.0
Blue skate,captured,1996,508.0
White seabream,captured,1987,508.0
Sand gaper,cultured,2003,508.0
Areolate grouper,cultured,1994,508.0
Wahoo,captured,1966,508.0
Broadgilled hagfish,captured,2007,508.0
Palinurid spiny lobsters nei,captured,2003,508.0
Parrotfishes nei,captured,1992,508.0
Forkbeards nei,captured,1982,508.0
Yellow snapper,captured,2015,508.0
Whiteleg shrimp,cultured,1973,508.0
Blotched picarel,captured,1992,508.0
Sea trout,captured,1965,508.0
Green spiny lobster,captured,1987,508.0
Kafue pike,cultured,1999,508.0
Siberian sturgeon,cultured,2018,507.83
Chars nei,captured,1992,507.0
White bass,captured,2015,507.0
Kutum,captured,1978,507.0
Dogtooth tuna,captured,1992,507.0
"Catsharks, etc. nei",captured,2007,507.0
Pacific razor clam,captured,1951,507.0
Bronze featherback,cultured,2015,507.0
American gizzard shad,captured,1974,507.0
Butter catfish,captured,2009,507.0
Oceanic whitetip shark,captured,1995,507.0
Yellowtail snapper,captured,1955,507.0
Atlantic white marlin,captured,2017,507.0
Cassava croaker,captured,1980,506.0
Gag,captured,2013,506.0
Spotted weakfish,captured,2005,506.0
Shortbill spearfish,captured,2016,506.0
Trouts nei,cultured,1963,506.0
Scarlet shrimp,captured,1999,506.0
Alestes baremoze,captured,2018,506.0
Blue shark,captured,1964,506.0
Yellowtail amberjack,captured,1961,506.0
Freshwater drum,captured,2001,506.0
Sea trout,captured,1964,506.0
Eulachon,captured,1969,506.0
Cholga mussel,cultured,2001,506.0
Giant red shrimp,captured,1977,506.0
Frogs,captured,1957,506.0
Banded carpet shell,captured,2018,506.0
Cusk-eels nei,captured,1991,506.0
Orfe(=Ide),captured,1977,506.0
Tiger pufferfish,cultured,1982,505.0
Crimson seabream,cultured,1989,505.0
Smooth oreo dory,captured,1997,505.0
Silver-stripe round herring,captured,2001,505.0
Marine worms,captured,2004,505.0
Blotched picarel,captured,1997,505.0
Wels(=Som) catfish,cultured,1996,505.0
Australian mussel,cultured,1991,505.0
Carpenter seabream,captured,1998,505.0
Mediterranean shore crab,captured,1974,505.0
American gizzard shad,captured,1977,505.0
Great Northern tilefish,captured,2000,505.0
Snappers nei,cultured,2014,504.64
Tautog,captured,1987,504.0
Malabar blood snapper,captured,1997,504.0
King dory,captured,2014,504.0
Bobo mullet,captured,2001,504.0
Trouts nei,captured,2013,504.0
Dogtooth tuna,captured,1984,504.0
Angolan dentex,captured,2000,504.0
St.Paul rock lobster,captured,1987,504.0
Jonah crab,captured,1986,504.0
Bronze featherback,cultured,2014,504.0
Australian mussel,captured,1994,504.0
Rubyfish,captured,2007,504.0
Imperial surf clam,captured,2013,504.0
Sandy ray,captured,1991,503.0
"Needlefishes, etc. nei",captured,2007,503.0
Mango tilapia,captured,1991,503.0
Freshwater drum,captured,2005,503.0
Common spiny lobster,captured,2010,503.0
Imperial surf clam,captured,2010,503.0
Choicy ruff,captured,1992,503.0
Shortbill spearfish,captured,2011,503.0
Horseshoe crab,captured,1961,503.0
Malabar blood snapper,captured,2005,503.0
Alexandria pompano,captured,2000,503.0
Snakeskin gourami,cultured,1952,502.0
Stony sea urchin,captured,1974,502.0
Brook trout,cultured,1990,502.0
Blue skate,captured,2005,502.0
Areolate grouper,cultured,1995,502.0
Starry sturgeon,captured,1997,502.0
Mississippi paddlefish,captured,1981,502.0
Sky emperor,captured,2008,502.0
Southern white shrimp,cultured,1988,502.0
Freshwater drum,captured,2002,502.0
Patagonian squid,captured,1976,502.0
Squillids nei,captured,1988,502.0
Sompat grunt,captured,1985,501.0
New Zealand lobster,captured,1991,501.0
Solen razor clams nei,captured,1979,501.0
Atlantic bay scallop,captured,2008,501.0
Blackmouth croaker,captured,2009,501.0
Yellowfin seabream,captured,2003,501.0
Surf clams nei,captured,2007,501.0
Pipi wedge clam,captured,2009,501.0
Citharids nei,captured,2005,501.0
Blue crab,cultured,2001,501.0
Sobaity seabream,cultured,2011,500.09
Pacific sierra,captured,1952,500.0
Jumbo flying squid,captured,1971,500.0
Common spiny lobster,captured,1954,500.0
Common spiny lobster,captured,1952,500.0
Pacific sierra,captured,1954,500.0
Pacific sierra,captured,1955,500.0
Scallops nei,captured,1952,500.0
Scalloped spiny lobster,captured,1967,500.0
Common spiny lobster,captured,1953,500.0
Atlantic tomcod,captured,1952,500.0
Scallops nei,captured,1951,500.0
Cusk-eels nei,captured,1964,500.0
Carpenter seabream,captured,2000,500.0
Common spiny lobster,captured,1955,500.0
Common spiny lobster,captured,1957,500.0
Scarlet shrimp,captured,1993,500.0
Pacific guitarfish,captured,1973,500.0
Pacific angelshark,captured,1970,500.0
Alaska plaice,captured,1972,500.0
Seabasses nei,captured,1965,500.0
Blue swimming crab,captured,1961,500.0
Seabasses nei,captured,1960,500.0
Giant red shrimp,captured,1962,500.0
Seabasses nei,captured,1959,500.0
Dana swimcrab,captured,1960,500.0
Blue swimming crab,captured,1953,500.0
Eeltail catfishes,captured,1970,500.0
Goldfish,cultured,1950,500.0
Pacific sierra,captured,1960,500.0
Argentine seabass,captured,1956,500.0
Pacific sierra,captured,1956,500.0
Slender armorhead,captured,1979,500.0
Slender rainbow sardine,captured,1957,500.0
Common spiny lobster,captured,1963,500.0
Pacific sierra,captured,1950,500.0
White-clawed crayfish,captured,1972,500.0
Argentinian sandperch,captured,1968,500.0
Grooved sea squirt,captured,1968,500.0
Whitespotted wedgefish,captured,2018,500.0
Atractosteus spp,captured,2018,500.0
Axillary seabream,captured,1969,500.0
Argentine red shrimp,captured,1961,500.0
"Filefishes, leatherjackets nei",captured,1956,500.0
Green tiger prawn,captured,1956,500.0
Nilem carp,cultured,1955,500.0
Green tiger prawn,captured,1955,500.0
Green tiger prawn,captured,1954,500.0
Nilem carp,cultured,1956,500.0
Nilem carp,cultured,1958,500.0
Japanese halfbeak,captured,1967,500.0
"Filefishes, leatherjackets nei",captured,1963,500.0
Grooved sea squirt,captured,1969,500.0
Japanese halfbeak,captured,1968,500.0
Florida pompano,captured,1970,500.0
Western king prawn,captured,1970,500.0
Brazilian menhaden,captured,1954,500.0
Brazilian menhaden,captured,1952,500.0
Mangrove red snapper,captured,1950,500.0
Florida pompano,cultured,2010,500.0
Chola guitarfish,captured,1966,500.0
Chola guitarfish,captured,1962,500.0
Toli shad,captured,1961,500.0
Freshwater gobies nei,captured,1958,500.0
Axillary seabream,captured,1962,500.0
Green turtle,captured,1973,500.0
Cusk-eels nei,captured,1967,500.0
Argentine stiletto shrimp,captured,1973,500.0
Catfishes nei,cultured,1989,500.0
Green turtle,captured,1971,500.0
Catfishes nei,cultured,1988,500.0
Red porgy,captured,1950,500.0
Argentinian sandperch,captured,1970,500.0
Oriental cyclina,cultured,1974,500.0
White-clawed crayfish,captured,1968,500.0
White-clawed crayfish,captured,1969,500.0
"Conger eels, etc. nei",captured,1969,500.0
White-clawed crayfish,captured,1973,500.0
Grooved sea squirt,captured,1963,500.0
Caramote prawn,captured,1955,500.0
Grooved sea squirt,captured,1964,500.0
Axillary seabream,captured,1960,500.0
Scaled sardines,captured,1963,500.0
Caramote prawn,captured,1959,500.0
Bobo mullet,captured,1964,500.0
Portunus swimcrabs nei,captured,1971,500.0
Bobo mullet,captured,1968,500.0
Portunus swimcrabs nei,captured,1968,500.0
Axillary seabream,captured,1961,500.0
European flying squid,captured,1963,500.0
Caramote prawn,captured,1957,500.0
Seabasses nei,captured,1967,500.0
Pacific guitarfish,captured,1965,500.0
Striped weakfish,captured,1959,500.0
Tristan da Cunha rock lobster,captured,1960,500.0
Shi drum,captured,1963,500.0
Shi drum,captured,1962,500.0
Loggerhead turtle,captured,1974,500.0
Loggerhead turtle,captured,1973,500.0
Loggerhead turtle,captured,1972,500.0
Loggerhead turtle,captured,1970,500.0
Longfin squid,captured,1968,500.0
Loggerhead turtle,captured,1968,500.0
Rough scad,captured,1964,500.0
Bastard halibuts nei,captured,1958,500.0
Bastard halibuts nei,captured,1957,500.0
Peruvian calico scallop,captured,1971,500.0
Silver warehou,captured,1971,500.0
New Zealand blue cod,captured,1972,500.0
Pacific fat sleeper,cultured,2015,500.0
Silver warehou,captured,1952,500.0
Velvet leatherjacket,captured,1970,500.0
Korean mussel,cultured,1956,500.0
Dusky grouper,captured,1951,500.0
Dusky grouper,captured,1953,500.0
Bluespine unicornfish,captured,1973,500.0
Velvet leatherjacket,captured,1972,500.0
Peruvian banded croaker,captured,1960,500.0
Pond smelt,captured,1950,500.0
Pond smelt,captured,1951,500.0
Pond smelt,captured,1952,500.0
Velvet leatherjacket,captured,1973,500.0
Chacunda gizzard shad,captured,1967,500.0
Chacunda gizzard shad,captured,1965,500.0
Chacunda gizzard shad,captured,1963,500.0
Green crab,captured,1972,500.0
Pompanos nei,captured,1966,500.0
"Wrasses, hogfishes, etc. nei",captured,1950,500.0
Argentine menhaden,captured,1977,500.0
Palinurid spiny lobsters nei,captured,2005,500.0
Largeeye breams,captured,1973,500.0
Cero,captured,1962,500.0
Chub,captured,1951,500.0
Chub,captured,1953,500.0
Cero,captured,1963,500.0
Cero,captured,1969,500.0
Cero,captured,1970,500.0
Chub,captured,1955,500.0
Giant red shrimp,captured,1973,500.0
Red codling,captured,1965,500.0
Sobaity seabream,cultured,2012,500.0
Blacklip abalone,captured,1968,500.0
Cero,captured,1986,500.0
Sobaity seabream,cultured,2013,500.0
Largeeye breams,captured,1969,500.0
Cero,captured,1958,500.0
American gizzard shad,captured,1973,500.0
Fusiliers nei,captured,1950,500.0
Starfishes nei,captured,1972,500.0
Brushtooth lizardfish,captured,1969,500.0
Loggerhead turtle,captured,1975,500.0
Red codling,captured,1964,500.0
King weakfish,captured,1972,500.0
Dusky grouper,captured,1959,500.0
Ruff,captured,1951,500.0
St.Paul rock lobster,captured,1960,500.0
St.Paul rock lobster,captured,1971,500.0
Yellowleg shrimp,captured,1961,500.0
Sompat grunt,captured,1952,500.0
Sompat grunt,captured,1953,500.0
Sompat grunt,captured,1954,500.0
White weakfish,captured,1970,500.0
Sompat grunt,captured,1955,500.0
Pacific angelshark,captured,1969,500.0
St.Paul rock lobster,captured,1962,500.0
St.Paul rock lobster,captured,1961,500.0
Sea mussels nei,captured,1963,500.0
Axillary seabream,captured,1951,500.0
Sompat grunt,captured,1956,500.0
St.Paul rock lobster,captured,1973,500.0
Sompat grunt,captured,1957,500.0
Argentinian sandperch,captured,1962,500.0
Brazilian menhaden,captured,1950,500.0
Atlantic anchoveta,captured,2003,500.0
Sompat grunt,captured,1958,500.0
Tristan da Cunha rock lobster,captured,1962,500.0
Tristan da Cunha rock lobster,captured,1961,500.0
Striped weakfish,captured,1950,500.0
Striped weakfish,captured,1951,500.0
Striped weakfish,captured,1952,500.0
Striped weakfish,captured,1953,500.0
Striped weakfish,captured,1954,500.0
St.Paul rock lobster,captured,1972,500.0
Periwinkles nei,cultured,2001,500.0
Australian mussel,captured,1971,500.0
Dogfishes and hounds nei,captured,1973,500.0
Tristan da Cunha rock lobster,captured,1964,500.0
Tristan da Cunha rock lobster,captured,1963,500.0
White trevally,captured,1950,500.0
Sheepshead,captured,1970,500.0
Ruff,captured,1952,500.0
Ruff,captured,1956,500.0
"Gudgeons, sleepers nei",captured,1954,500.0
Croakers nei,captured,1973,500.0
Ruff,captured,1962,500.0
Ruff,captured,1964,500.0
Wreckfish,captured,1963,500.0
Wreckfish,captured,1964,500.0
Wreckfish,captured,1970,500.0
Greater weever,captured,1965,500.0
Atlantic tomcod,captured,1966,500.0
Dogfishes and hounds nei,captured,1971,500.0
Atlantic tomcod,captured,1965,500.0
Dogfishes and hounds nei,captured,1970,500.0
Dogfishes and hounds nei,captured,1969,500.0
"Gudgeons, sleepers nei",captured,1952,500.0
Dogfishes and hounds nei,captured,1966,500.0
Dogfishes and hounds nei,captured,1963,500.0
Greater weever,captured,1967,500.0
Perlemoen abalone,captured,1959,500.0
Perlemoen abalone,captured,1958,500.0
Greater weever,captured,1966,500.0
Brazilian menhaden,captured,1951,500.0
Catfishes nei,cultured,1986,500.0
Cupped oysters nei,captured,1954,500.0
White grouper,captured,1962,500.0
White grouper,captured,1963,500.0
Blue and red shrimp,captured,1963,500.0
Freshwater breams nei,captured,1967,500.0
Korean mussel,captured,1955,500.0
Arius spp,captured,2008,500.0
Barred grunt,captured,1953,500.0
Barred grunt,captured,1954,500.0
Golden threadfin bream,captured,1958,500.0
Pacific sandperch,captured,1968,500.0
Freshwater breams nei,captured,1968,500.0
Freshwater breams nei,captured,1969,500.0
Ballyhoo halfbeak,captured,1971,500.0
Spotted estuary smooth-hound,captured,1964,500.0
Leerfish,captured,1968,500.0
"Goatfishes, red mullets nei",captured,1954,500.0
Barred grunt,captured,1951,500.0
Freshwater breams nei,captured,1966,500.0
Lebranche mullet,captured,1965,500.0
Barred grunt,captured,1950,500.0
Lebranche mullet,captured,1967,500.0
Cupped oysters nei,captured,1952,500.0
Queenfishes,captured,1957,500.0
Queenfishes,captured,1958,500.0
Cupped oysters nei,captured,1953,500.0
Chinese gizzard shad,captured,1959,500.0
Cupped oysters nei,captured,1955,500.0
Ark clams nei,captured,1952,500.0
River and lake turtles nei,captured,1970,500.0
Black skipjack,captured,1984,500.0
Brazilian flathead,captured,1960,500.0
Patagonian scallop,captured,1954,500.0
Indonesian snakehead,cultured,1990,500.0
Brazilian flathead,captured,1961,500.0
Glassfishes,captured,1972,500.0
Patagonian squid,captured,1970,500.0
Silver grunt,captured,1968,500.0
Spotted estuary smooth-hound,captured,1960,500.0
Spotted estuary smooth-hound,captured,1959,500.0
Brazilian groupers nei,captured,1967,500.0
Southern king crab,captured,1966,500.0
False trevally,captured,1963,500.0
Ballyhoo halfbeak,captured,1973,500.0
Chinese gizzard shad,captured,1950,500.0
African lungfishes,captured,1968,500.0
"Goatfishes, red mullets nei",captured,1957,500.0
Chinese gizzard shad,captured,1955,500.0
Totoaba,captured,1969,500.0
Totoaba,captured,1970,500.0
Atlantic white marlin,captured,2012,500.0
African lungfishes,captured,1966,500.0
Chinese gizzard shad,captured,1958,500.0
Plownose chimaera,captured,1950,500.0
False trevally,captured,1962,500.0
Plownose chimaera,captured,1953,500.0
Chinese gizzard shad,captured,1960,500.0
Brown meagre,captured,1967,500.0
False trevally,captured,1950,500.0
Patagonian squid,captured,1971,500.0
Patagonian squid,captured,1973,500.0
Leerfish,captured,1967,500.0
"Goatfishes, red mullets nei",captured,1955,500.0
Lesser African threadfin,captured,1956,500.0
Snakehead,cultured,1992,500.0
False trevally,captured,1951,500.0
Chinese gizzard shad,captured,1961,500.0
Sea trout,captured,1961,500.0
Silver grunt,captured,1971,500.0
"Goatfishes, red mullets nei",captured,1956,500.0
Tristan da Cunha rock lobster,captured,1957,500.0
Tristan da Cunha rock lobster,captured,1958,500.0
Green spiny lobster,captured,1972,500.0
Lebranche mullet,captured,1966,500.0
Tristan da Cunha rock lobster,captured,1959,500.0
Southern pink shrimp,captured,1952,500.0
Barred grunt,captured,1994,500.0
Patagonian blennie,captured,1972,500.0
Ghost shark,captured,1953,500.0
Blackbelly rosefish,captured,1972,500.0
West African goatfish,captured,1958,500.0
Shads nei,captured,1950,500.0
Stimpson's surf clam,captured,1954,500.0
Shads nei,captured,1952,500.0
Chilean silverside,captured,1951,500.0
Shads nei,captured,1954,500.0
Queenfishes,captured,1956,500.0
Anglerfishes nei,captured,1963,500.0
Diadromous clupeoids nei,captured,1956,500.0
Diadromous clupeoids nei,captured,1955,500.0
Diadromous clupeoids nei,captured,1954,500.0
Patagonian blennie,captured,1971,500.0
Hampala barb,captured,2018,500.0
Diadromous clupeoids nei,captured,1952,500.0
Serra Spanish mackerel,captured,1957,500.0
Blue grenadier,captured,1971,500.0
Argentine shortfin squid,captured,1964,500.0
Porgies,captured,1962,500.0
Gulf butterfishes nei,captured,2010,500.0
Serra Spanish mackerel,captured,1955,500.0
Serra Spanish mackerel,captured,1956,500.0
Blue runner,captured,1977,500.0
West African goatfish,captured,1959,500.0
Serra Spanish mackerel,captured,1958,500.0
Serra Spanish mackerel,captured,1959,500.0
Yellowbar angelfish,captured,2014,500.0
Sawfishes,captured,1963,500.0
Chilean silverside,captured,1953,500.0
Chilean silverside,captured,1952,500.0
Diadromous clupeoids nei,captured,1953,500.0
Indo-Pacific swamp crab,captured,1952,500.0
Queenfishes,captured,1953,500.0
Queenfishes,captured,1954,500.0
Glassfishes,captured,1971,500.0
Glassfishes,captured,1970,500.0
European seabass,captured,1956,500.0
Geelbek croaker,captured,1987,500.0
Mangrove cupped oyster,captured,1957,500.0
Pargo breams nei,captured,1952,500.0
Barnacle,captured,1953,500.0
Barnacle,captured,1952,500.0
Argentine conger,captured,1973,500.0
Common prawn,captured,1958,500.0
Queenfishes,captured,1951,500.0
Common prawn,captured,1959,500.0
Queenfishes,captured,1950,500.0
Pargo breams nei,captured,1951,500.0
Lebranche mullet,captured,1955,500.0
Korean sandlance,captured,1971,500.0
Common prawn,captured,1961,500.0
Southern pink shrimp,captured,1953,500.0
Common prawn,captured,1960,500.0
Indo-Pacific swamp crab,captured,1951,500.0
Grooved sea squirt,captured,1973,500.0
Argentine stiletto shrimp,captured,1961,500.0
Queenfishes,captured,1955,500.0
Gulf kingcroaker,captured,1981,499.0
Rabbit fish,captured,1991,499.0
Sawsharks nei,captured,2006,499.0
Shi drum,captured,1981,499.0
"Filefishes, leatherjackets nei",captured,1982,499.0
Common two-banded seabream,captured,2010,499.0
Parrotfishes nei,captured,1988,499.0
Pacific angelshark,captured,2002,499.0
Marbled rockcod,captured,1987,499.0
Lake cisco,captured,2006,499.0
"Catsharks, nursehounds nei",captured,2014,499.0
Oceanic whitetip shark,captured,2002,499.0
Chars nei,captured,2001,499.0
Areolate grouper,captured,2014,499.0
Whitecheek shark,captured,2015,499.0
American harvestfish,captured,2005,499.0
Atlantic silverside,captured,2003,499.0
"Catsharks, etc. nei",captured,2009,499.0
Snubnose pompano,cultured,2013,498.93
White trevally,cultured,1984,498.0
Arctic char,captured,2015,498.0
Bigmouth sleeper,captured,2011,498.0
Yellowleg shrimp,captured,1985,498.0
River and lake turtles nei,captured,1969,498.0
Argentine goatfish,captured,2000,498.0
Pacific rock crab,captured,2005,498.0
Sandy ray,captured,1990,498.0
Mediterranean shore crab,captured,2012,498.0
White weakfish,captured,1969,498.0
Leafscale gulper shark,captured,2007,498.0
Marine worms,captured,1993,498.0
Castaneta,captured,2002,498.0
Chars nei,cultured,1999,498.0
Wreckfish,captured,1986,498.0
Blue shark,captured,1963,497.0
Ornate spiny lobster,captured,2013,497.0
Escolar,captured,2006,497.0
Chars nei,captured,1982,497.0
Atlantic silverside,captured,2007,497.0
Green turtle,captured,1981,497.0
Bonefish,captured,1982,497.0
Freshwater molluscs nei,cultured,1989,497.0
Bobo mullet,captured,2000,497.0
Cape gurnard,captured,1996,497.0
Hagfishes nei,captured,2003,496.0
Squillids nei,captured,1987,496.0
Orfe(=Ide),captured,1976,496.0
White crappie,cultured,2006,496.0
Pacific rock crab,captured,2000,496.0
"Scorpionfishes, redfishes nei",cultured,2006,496.0
Black bullhead,cultured,1969,496.0
Rough scad,captured,1999,496.0
Baird's slickhead,captured,2017,496.0
Broad-barred king mackerel,captured,1996,495.0
Reticulate knifefish,cultured,1998,495.0
Velvet swimcrab,captured,2011,495.0
Ornate spiny lobster,captured,2010,495.0
Alexandria pompano,captured,2013,495.0
Gafftopsail sea catfish,captured,2016,495.0
Blackmouth croaker,captured,1994,495.0
Sturgeons nei,cultured,1993,495.0
Horseshoe crab,captured,1989,495.0
River Plata mussel,captured,1999,495.0
Dusky smooth-hound,captured,1998,495.0
