Year,Measurement type,Value (Spline fit)
528,N2O concentration (ppb),259.8
529,N2O concentration (ppb),259.8
530,N2O concentration (ppb),259.8
531,N2O concentration (ppb),259.8
532,N2O concentration (ppb),259.9
533,N2O concentration (ppb),259.9
534,N2O concentration (ppb),260.0
535,N2O concentration (ppb),260.1
536,N2O concentration (ppb),260.1
537,N2O concentration (ppb),260.2
538,N2O concentration (ppb),260.3
539,N2O concentration (ppb),260.5
540,N2O concentration (ppb),260.6
541,N2O concentration (ppb),260.7
542,N2O concentration (ppb),260.9
543,N2O concentration (ppb),261.1
544,N2O concentration (ppb),261.2
545,N2O concentration (ppb),261.4
546,N2O concentration (ppb),261.6
547,N2O concentration (ppb),261.7
548,N2O concentration (ppb),261.9
549,N2O concentration (ppb),262.1
550,N2O concentration (ppb),262.3
551,N2O concentration (ppb),262.5
552,N2O concentration (ppb),262.7
553,N2O concentration (ppb),262.8
554,N2O concentration (ppb),263.0
555,N2O concentration (ppb),263.2
556,N2O concentration (ppb),263.4
557,N2O concentration (ppb),263.5
558,N2O concentration (ppb),263.7
559,N2O concentration (ppb),263.9
560,N2O concentration (ppb),264.0
561,N2O concentration (ppb),264.1
562,N2O concentration (ppb),264.3
563,N2O concentration (ppb),264.4
564,N2O concentration (ppb),264.5
565,N2O concentration (ppb),264.5
566,N2O concentration (ppb),264.6
567,N2O concentration (ppb),264.7
568,N2O concentration (ppb),264.7
569,N2O concentration (ppb),264.7
570,N2O concentration (ppb),264.7
571,N2O concentration (ppb),264.7
572,N2O concentration (ppb),264.7
573,N2O concentration (ppb),264.6
574,N2O concentration (ppb),264.6
575,N2O concentration (ppb),264.5
576,N2O concentration (ppb),264.3
577,N2O concentration (ppb),264.2
578,N2O concentration (ppb),264.1
579,N2O concentration (ppb),263.9
580,N2O concentration (ppb),263.8
581,N2O concentration (ppb),263.6
582,N2O concentration (ppb),263.4
583,N2O concentration (ppb),263.2
584,N2O concentration (ppb),263.1
585,N2O concentration (ppb),262.9
586,N2O concentration (ppb),262.7
587,N2O concentration (ppb),262.5
588,N2O concentration (ppb),262.3
589,N2O concentration (ppb),262.1
590,N2O concentration (ppb),261.9
591,N2O concentration (ppb),261.8
592,N2O concentration (ppb),261.6
593,N2O concentration (ppb),261.5
594,N2O concentration (ppb),261.3
595,N2O concentration (ppb),261.2
596,N2O concentration (ppb),261.1
597,N2O concentration (ppb),261.0
598,N2O concentration (ppb),260.9
599,N2O concentration (ppb),260.8
600,N2O concentration (ppb),260.8
601,N2O concentration (ppb),260.7
602,N2O concentration (ppb),260.7
603,N2O concentration (ppb),260.7
604,N2O concentration (ppb),260.7
605,N2O concentration (ppb),260.7
606,N2O concentration (ppb),260.7
607,N2O concentration (ppb),260.7
608,N2O concentration (ppb),260.7
609,N2O concentration (ppb),260.8
610,N2O concentration (ppb),260.8
611,N2O concentration (ppb),260.9
612,N2O concentration (ppb),260.9
613,N2O concentration (ppb),261.0
614,N2O concentration (ppb),261.0
615,N2O concentration (ppb),261.1
616,N2O concentration (ppb),261.2
617,N2O concentration (ppb),261.3
618,N2O concentration (ppb),261.3
619,N2O concentration (ppb),261.4
620,N2O concentration (ppb),261.5
621,N2O concentration (ppb),261.6
622,N2O concentration (ppb),261.7
623,N2O concentration (ppb),261.7
624,N2O concentration (ppb),261.8
625,N2O concentration (ppb),261.9
626,N2O concentration (ppb),262.0
627,N2O concentration (ppb),262.0
628,N2O concentration (ppb),262.1
629,N2O concentration (ppb),262.2
630,N2O concentration (ppb),262.2
631,N2O concentration (ppb),262.3
632,N2O concentration (ppb),262.3
633,N2O concentration (ppb),262.3
634,N2O concentration (ppb),262.4
635,N2O concentration (ppb),262.4
636,N2O concentration (ppb),262.4
637,N2O concentration (ppb),262.4
638,N2O concentration (ppb),262.4
639,N2O concentration (ppb),262.4
640,N2O concentration (ppb),262.4
641,N2O concentration (ppb),262.3
642,N2O concentration (ppb),262.3
643,N2O concentration (ppb),262.3
644,N2O concentration (ppb),262.3
645,N2O concentration (ppb),262.2
646,N2O concentration (ppb),262.2
647,N2O concentration (ppb),262.2
648,N2O concentration (ppb),262.1
649,N2O concentration (ppb),262.1
650,N2O concentration (ppb),262.0
651,N2O concentration (ppb),262.0
652,N2O concentration (ppb),261.9
653,N2O concentration (ppb),261.9
654,N2O concentration (ppb),261.8
655,N2O concentration (ppb),261.8
656,N2O concentration (ppb),261.7
657,N2O concentration (ppb),261.7
658,N2O concentration (ppb),261.6
659,N2O concentration (ppb),261.6
660,N2O concentration (ppb),261.5
661,N2O concentration (ppb),261.5
662,N2O concentration (ppb),261.4
663,N2O concentration (ppb),261.4
664,N2O concentration (ppb),261.3
665,N2O concentration (ppb),261.3
666,N2O concentration (ppb),261.3
667,N2O concentration (ppb),261.2
668,N2O concentration (ppb),261.2
669,N2O concentration (ppb),261.2
670,N2O concentration (ppb),261.2
671,N2O concentration (ppb),261.1
672,N2O concentration (ppb),261.1
673,N2O concentration (ppb),261.1
674,N2O concentration (ppb),261.1
675,N2O concentration (ppb),261.1
676,N2O concentration (ppb),261.1
677,N2O concentration (ppb),261.1
678,N2O concentration (ppb),261.1
679,N2O concentration (ppb),261.1
680,N2O concentration (ppb),261.2
681,N2O concentration (ppb),261.2
682,N2O concentration (ppb),261.2
683,N2O concentration (ppb),261.2
684,N2O concentration (ppb),261.3
685,N2O concentration (ppb),261.3
686,N2O concentration (ppb),261.3
687,N2O concentration (ppb),261.4
688,N2O concentration (ppb),261.4
689,N2O concentration (ppb),261.5
690,N2O concentration (ppb),261.5
691,N2O concentration (ppb),261.6
692,N2O concentration (ppb),261.6
693,N2O concentration (ppb),261.7
694,N2O concentration (ppb),261.7
695,N2O concentration (ppb),261.8
696,N2O concentration (ppb),261.9
697,N2O concentration (ppb),261.9
698,N2O concentration (ppb),262.0
699,N2O concentration (ppb),262.1
700,N2O concentration (ppb),262.1
701,N2O concentration (ppb),262.2
702,N2O concentration (ppb),262.3
703,N2O concentration (ppb),262.4
704,N2O concentration (ppb),262.4
705,N2O concentration (ppb),262.5
706,N2O concentration (ppb),262.6
707,N2O concentration (ppb),262.7
708,N2O concentration (ppb),262.8
709,N2O concentration (ppb),262.9
710,N2O concentration (ppb),263.0
711,N2O concentration (ppb),263.1
712,N2O concentration (ppb),263.2
713,N2O concentration (ppb),263.3
714,N2O concentration (ppb),263.4
715,N2O concentration (ppb),263.5
716,N2O concentration (ppb),263.6
717,N2O concentration (ppb),263.7
718,N2O concentration (ppb),263.8
719,N2O concentration (ppb),263.9
720,N2O concentration (ppb),264.0
721,N2O concentration (ppb),264.1
722,N2O concentration (ppb),264.2
723,N2O concentration (ppb),264.3
724,N2O concentration (ppb),264.4
725,N2O concentration (ppb),264.5
726,N2O concentration (ppb),264.6
727,N2O concentration (ppb),264.8
728,N2O concentration (ppb),264.9
729,N2O concentration (ppb),265.0
730,N2O concentration (ppb),265.1
731,N2O concentration (ppb),265.2
732,N2O concentration (ppb),265.3
733,N2O concentration (ppb),265.4
734,N2O concentration (ppb),265.5
735,N2O concentration (ppb),265.7
736,N2O concentration (ppb),265.8
737,N2O concentration (ppb),265.9
738,N2O concentration (ppb),266.0
739,N2O concentration (ppb),266.1
740,N2O concentration (ppb),266.2
741,N2O concentration (ppb),266.4
742,N2O concentration (ppb),266.5
743,N2O concentration (ppb),266.6
744,N2O concentration (ppb),266.7
745,N2O concentration (ppb),266.8
746,N2O concentration (ppb),266.9
747,N2O concentration (ppb),267.0
748,N2O concentration (ppb),267.2
749,N2O concentration (ppb),267.3
750,N2O concentration (ppb),267.4
751,N2O concentration (ppb),267.5
752,N2O concentration (ppb),267.6
753,N2O concentration (ppb),267.7
754,N2O concentration (ppb),267.8
755,N2O concentration (ppb),267.9
756,N2O concentration (ppb),268.0
757,N2O concentration (ppb),268.1
758,N2O concentration (ppb),268.2
759,N2O concentration (ppb),268.3
760,N2O concentration (ppb),268.4
761,N2O concentration (ppb),268.5
762,N2O concentration (ppb),268.6
763,N2O concentration (ppb),268.7
764,N2O concentration (ppb),268.8
765,N2O concentration (ppb),268.9
766,N2O concentration (ppb),269.0
767,N2O concentration (ppb),269.1
768,N2O concentration (ppb),269.2
769,N2O concentration (ppb),269.3
770,N2O concentration (ppb),269.3
771,N2O concentration (ppb),269.4
772,N2O concentration (ppb),269.5
773,N2O concentration (ppb),269.6
774,N2O concentration (ppb),269.7
775,N2O concentration (ppb),269.7
776,N2O concentration (ppb),269.8
777,N2O concentration (ppb),269.9
778,N2O concentration (ppb),269.9
779,N2O concentration (ppb),270.0
780,N2O concentration (ppb),270.1
781,N2O concentration (ppb),270.1
782,N2O concentration (ppb),270.2
783,N2O concentration (ppb),270.2
784,N2O concentration (ppb),270.3
785,N2O concentration (ppb),270.3
786,N2O concentration (ppb),270.4
787,N2O concentration (ppb),270.4
788,N2O concentration (ppb),270.5
789,N2O concentration (ppb),270.5
790,N2O concentration (ppb),270.5
791,N2O concentration (ppb),270.6
792,N2O concentration (ppb),270.6
793,N2O concentration (ppb),270.6
794,N2O concentration (ppb),270.6
795,N2O concentration (ppb),270.7
796,N2O concentration (ppb),270.7
797,N2O concentration (ppb),270.7
798,N2O concentration (ppb),270.7
799,N2O concentration (ppb),270.7
800,N2O concentration (ppb),270.7
801,N2O concentration (ppb),270.7
802,N2O concentration (ppb),270.7
803,N2O concentration (ppb),270.7
804,N2O concentration (ppb),270.7
805,N2O concentration (ppb),270.6
806,N2O concentration (ppb),270.6
807,N2O concentration (ppb),270.6
808,N2O concentration (ppb),270.6
809,N2O concentration (ppb),270.6
810,N2O concentration (ppb),270.5
811,N2O concentration (ppb),270.5
812,N2O concentration (ppb),270.5
813,N2O concentration (ppb),270.4
814,N2O concentration (ppb),270.4
815,N2O concentration (ppb),270.4
816,N2O concentration (ppb),270.3
817,N2O concentration (ppb),270.3
818,N2O concentration (ppb),270.2
819,N2O concentration (ppb),270.2
820,N2O concentration (ppb),270.1
821,N2O concentration (ppb),270.1
822,N2O concentration (ppb),270.1
823,N2O concentration (ppb),270.0
824,N2O concentration (ppb),270.0
825,N2O concentration (ppb),269.9
826,N2O concentration (ppb),269.9
827,N2O concentration (ppb),269.8
828,N2O concentration (ppb),269.8
829,N2O concentration (ppb),269.7
830,N2O concentration (ppb),269.7
831,N2O concentration (ppb),269.7
832,N2O concentration (ppb),269.6
833,N2O concentration (ppb),269.6
834,N2O concentration (ppb),269.5
835,N2O concentration (ppb),269.5
836,N2O concentration (ppb),269.5
837,N2O concentration (ppb),269.4
838,N2O concentration (ppb),269.4
839,N2O concentration (ppb),269.4
840,N2O concentration (ppb),269.4
841,N2O concentration (ppb),269.3
842,N2O concentration (ppb),269.3
843,N2O concentration (ppb),269.3
844,N2O concentration (ppb),269.3
845,N2O concentration (ppb),269.3
846,N2O concentration (ppb),269.3
847,N2O concentration (ppb),269.2
848,N2O concentration (ppb),269.2
849,N2O concentration (ppb),269.2
850,N2O concentration (ppb),269.2
851,N2O concentration (ppb),269.3
852,N2O concentration (ppb),269.3
853,N2O concentration (ppb),269.3
854,N2O concentration (ppb),269.3
855,N2O concentration (ppb),269.3
856,N2O concentration (ppb),269.4
857,N2O concentration (ppb),269.4
858,N2O concentration (ppb),269.4
859,N2O concentration (ppb),269.5
860,N2O concentration (ppb),269.5
861,N2O concentration (ppb),269.6
862,N2O concentration (ppb),269.6
863,N2O concentration (ppb),269.7
864,N2O concentration (ppb),269.8
865,N2O concentration (ppb),269.8
866,N2O concentration (ppb),269.9
867,N2O concentration (ppb),270.0
868,N2O concentration (ppb),270.0
869,N2O concentration (ppb),270.1
870,N2O concentration (ppb),270.2
871,N2O concentration (ppb),270.3
872,N2O concentration (ppb),270.4
873,N2O concentration (ppb),270.4
874,N2O concentration (ppb),270.5
875,N2O concentration (ppb),270.6
876,N2O concentration (ppb),270.7
877,N2O concentration (ppb),270.8
878,N2O concentration (ppb),270.9
879,N2O concentration (ppb),270.9
880,N2O concentration (ppb),271.0
881,N2O concentration (ppb),271.1
882,N2O concentration (ppb),271.2
883,N2O concentration (ppb),271.3
884,N2O concentration (ppb),271.4
885,N2O concentration (ppb),271.4
886,N2O concentration (ppb),271.5
887,N2O concentration (ppb),271.6
888,N2O concentration (ppb),271.6
889,N2O concentration (ppb),271.7
890,N2O concentration (ppb),271.8
891,N2O concentration (ppb),271.8
892,N2O concentration (ppb),271.9
893,N2O concentration (ppb),271.9
894,N2O concentration (ppb),272.0
895,N2O concentration (ppb),272.0
896,N2O concentration (ppb),272.1
897,N2O concentration (ppb),272.1
898,N2O concentration (ppb),272.1
899,N2O concentration (ppb),272.1
900,N2O concentration (ppb),272.1
901,N2O concentration (ppb),272.2
902,N2O concentration (ppb),272.2
903,N2O concentration (ppb),272.2
904,N2O concentration (ppb),272.2
905,N2O concentration (ppb),272.1
906,N2O concentration (ppb),272.1
907,N2O concentration (ppb),272.1
908,N2O concentration (ppb),272.1
909,N2O concentration (ppb),272.1
910,N2O concentration (ppb),272.0
911,N2O concentration (ppb),272.0
912,N2O concentration (ppb),272.0
913,N2O concentration (ppb),271.9
914,N2O concentration (ppb),271.9
915,N2O concentration (ppb),271.8
916,N2O concentration (ppb),271.8
917,N2O concentration (ppb),271.7
918,N2O concentration (ppb),271.6
919,N2O concentration (ppb),271.6
920,N2O concentration (ppb),271.5
921,N2O concentration (ppb),271.4
922,N2O concentration (ppb),271.4
923,N2O concentration (ppb),271.3
924,N2O concentration (ppb),271.2
925,N2O concentration (ppb),271.1
926,N2O concentration (ppb),271.0
927,N2O concentration (ppb),270.9
928,N2O concentration (ppb),270.9
929,N2O concentration (ppb),270.8
930,N2O concentration (ppb),270.7
931,N2O concentration (ppb),270.6
932,N2O concentration (ppb),270.5
933,N2O concentration (ppb),270.4
934,N2O concentration (ppb),270.3
935,N2O concentration (ppb),270.2
936,N2O concentration (ppb),270.1
937,N2O concentration (ppb),270.0
938,N2O concentration (ppb),269.9
939,N2O concentration (ppb),269.8
940,N2O concentration (ppb),269.7
941,N2O concentration (ppb),269.6
942,N2O concentration (ppb),269.4
943,N2O concentration (ppb),269.3
944,N2O concentration (ppb),269.2
945,N2O concentration (ppb),269.1
946,N2O concentration (ppb),269.0
947,N2O concentration (ppb),268.9
948,N2O concentration (ppb),268.8
949,N2O concentration (ppb),268.7
950,N2O concentration (ppb),268.6
951,N2O concentration (ppb),268.5
952,N2O concentration (ppb),268.4
953,N2O concentration (ppb),268.3
954,N2O concentration (ppb),268.2
955,N2O concentration (ppb),268.0
956,N2O concentration (ppb),267.9
957,N2O concentration (ppb),267.8
958,N2O concentration (ppb),267.7
959,N2O concentration (ppb),267.6
960,N2O concentration (ppb),267.5
961,N2O concentration (ppb),267.4
962,N2O concentration (ppb),267.3
963,N2O concentration (ppb),267.3
964,N2O concentration (ppb),267.2
965,N2O concentration (ppb),267.1
966,N2O concentration (ppb),267.0
967,N2O concentration (ppb),266.9
968,N2O concentration (ppb),266.8
969,N2O concentration (ppb),266.7
970,N2O concentration (ppb),266.7
971,N2O concentration (ppb),266.6
972,N2O concentration (ppb),266.5
973,N2O concentration (ppb),266.4
974,N2O concentration (ppb),266.4
975,N2O concentration (ppb),266.3
976,N2O concentration (ppb),266.2
977,N2O concentration (ppb),266.2
978,N2O concentration (ppb),266.1
979,N2O concentration (ppb),266.1
980,N2O concentration (ppb),266.0
981,N2O concentration (ppb),266.0
982,N2O concentration (ppb),265.9
983,N2O concentration (ppb),265.9
984,N2O concentration (ppb),265.8
985,N2O concentration (ppb),265.8
986,N2O concentration (ppb),265.7
987,N2O concentration (ppb),265.7
988,N2O concentration (ppb),265.6
989,N2O concentration (ppb),265.6
990,N2O concentration (ppb),265.6
991,N2O concentration (ppb),265.5
992,N2O concentration (ppb),265.5
993,N2O concentration (ppb),265.5
994,N2O concentration (ppb),265.5
995,N2O concentration (ppb),265.4
996,N2O concentration (ppb),265.4
997,N2O concentration (ppb),265.4
998,N2O concentration (ppb),265.4
999,N2O concentration (ppb),265.4
1000,N2O concentration (ppb),265.3
1001,N2O concentration (ppb),265.3
1002,N2O concentration (ppb),265.3
1003,N2O concentration (ppb),265.3
1004,N2O concentration (ppb),265.3
1005,N2O concentration (ppb),265.3
1006,N2O concentration (ppb),265.3
1007,N2O concentration (ppb),265.3
1008,N2O concentration (ppb),265.3
1009,N2O concentration (ppb),265.3
1010,N2O concentration (ppb),265.3
1011,N2O concentration (ppb),265.3
1012,N2O concentration (ppb),265.3
1013,N2O concentration (ppb),265.3
1014,N2O concentration (ppb),265.3
1015,N2O concentration (ppb),265.3
1016,N2O concentration (ppb),265.3
1017,N2O concentration (ppb),265.3
1018,N2O concentration (ppb),265.3
1019,N2O concentration (ppb),265.3
1020,N2O concentration (ppb),265.4
1021,N2O concentration (ppb),265.4
1022,N2O concentration (ppb),265.4
1023,N2O concentration (ppb),265.4
1024,N2O concentration (ppb),265.4
1025,N2O concentration (ppb),265.4
1026,N2O concentration (ppb),265.5
1027,N2O concentration (ppb),265.5
1028,N2O concentration (ppb),265.5
1029,N2O concentration (ppb),265.5
1030,N2O concentration (ppb),265.6
1031,N2O concentration (ppb),265.6
1032,N2O concentration (ppb),265.6
1033,N2O concentration (ppb),265.6
1034,N2O concentration (ppb),265.7
1035,N2O concentration (ppb),265.7
1036,N2O concentration (ppb),265.7
1037,N2O concentration (ppb),265.7
1038,N2O concentration (ppb),265.8
1039,N2O concentration (ppb),265.8
1040,N2O concentration (ppb),265.8
1041,N2O concentration (ppb),265.9
1042,N2O concentration (ppb),265.9
1043,N2O concentration (ppb),265.9
1044,N2O concentration (ppb),266.0
1045,N2O concentration (ppb),266.0
1046,N2O concentration (ppb),266.1
1047,N2O concentration (ppb),266.1
1048,N2O concentration (ppb),266.1
1049,N2O concentration (ppb),266.2
1050,N2O concentration (ppb),266.2
1051,N2O concentration (ppb),266.2
1052,N2O concentration (ppb),266.3
1053,N2O concentration (ppb),266.3
1054,N2O concentration (ppb),266.4
1055,N2O concentration (ppb),266.4
1056,N2O concentration (ppb),266.4
1057,N2O concentration (ppb),266.5
1058,N2O concentration (ppb),266.5
1059,N2O concentration (ppb),266.6
1060,N2O concentration (ppb),266.6
1061,N2O concentration (ppb),266.6
1062,N2O concentration (ppb),266.7
1063,N2O concentration (ppb),266.7
1064,N2O concentration (ppb),266.8
1065,N2O concentration (ppb),266.8
1066,N2O concentration (ppb),266.9
1067,N2O concentration (ppb),266.9
1068,N2O concentration (ppb),266.9
1069,N2O concentration (ppb),267.0
1070,N2O concentration (ppb),267.0
1071,N2O concentration (ppb),267.1
1072,N2O concentration (ppb),267.1
1073,N2O concentration (ppb),267.2
1074,N2O concentration (ppb),267.2
1075,N2O concentration (ppb),267.2
1076,N2O concentration (ppb),267.3
1077,N2O concentration (ppb),267.3
1078,N2O concentration (ppb),267.4
1079,N2O concentration (ppb),267.4
1080,N2O concentration (ppb),267.4
1081,N2O concentration (ppb),267.5
1082,N2O concentration (ppb),267.5
1083,N2O concentration (ppb),267.6
1084,N2O concentration (ppb),267.6
1085,N2O concentration (ppb),267.6
1086,N2O concentration (ppb),267.7
1087,N2O concentration (ppb),267.7
1088,N2O concentration (ppb),267.8
1089,N2O concentration (ppb),267.8
1090,N2O concentration (ppb),267.8
1091,N2O concentration (ppb),267.9
1092,N2O concentration (ppb),267.9
1093,N2O concentration (ppb),267.9
1094,N2O concentration (ppb),268.0
1095,N2O concentration (ppb),268.0
1096,N2O concentration (ppb),268.0
1097,N2O concentration (ppb),268.1
1098,N2O concentration (ppb),268.1
1099,N2O concentration (ppb),268.1
1100,N2O concentration (ppb),268.2
1101,N2O concentration (ppb),268.2
1102,N2O concentration (ppb),268.2
1103,N2O concentration (ppb),268.2
1104,N2O concentration (ppb),268.3
1105,N2O concentration (ppb),268.3
1106,N2O concentration (ppb),268.3
1107,N2O concentration (ppb),268.3
1108,N2O concentration (ppb),268.4
1109,N2O concentration (ppb),268.4
1110,N2O concentration (ppb),268.4
1111,N2O concentration (ppb),268.4
1112,N2O concentration (ppb),268.4
1113,N2O concentration (ppb),268.5
1114,N2O concentration (ppb),268.5
1115,N2O concentration (ppb),268.5
1116,N2O concentration (ppb),268.5
1117,N2O concentration (ppb),268.5
1118,N2O concentration (ppb),268.5
1119,N2O concentration (ppb),268.5
1120,N2O concentration (ppb),268.6
1121,N2O concentration (ppb),268.6
1122,N2O concentration (ppb),268.6
1123,N2O concentration (ppb),268.6
1124,N2O concentration (ppb),268.6
1125,N2O concentration (ppb),268.6
1126,N2O concentration (ppb),268.6
1127,N2O concentration (ppb),268.6
1128,N2O concentration (ppb),268.6
1129,N2O concentration (ppb),268.6
1130,N2O concentration (ppb),268.6
1131,N2O concentration (ppb),268.6
1132,N2O concentration (ppb),268.6
1133,N2O concentration (ppb),268.6
1134,N2O concentration (ppb),268.6
1135,N2O concentration (ppb),268.6
1136,N2O concentration (ppb),268.6
1137,N2O concentration (ppb),268.6
1138,N2O concentration (ppb),268.6
1139,N2O concentration (ppb),268.6
1140,N2O concentration (ppb),268.6
1141,N2O concentration (ppb),268.6
1142,N2O concentration (ppb),268.6
1143,N2O concentration (ppb),268.6
1144,N2O concentration (ppb),268.6
1145,N2O concentration (ppb),268.6
1146,N2O concentration (ppb),268.6
1147,N2O concentration (ppb),268.6
1148,N2O concentration (ppb),268.6
1149,N2O concentration (ppb),268.6
1150,N2O concentration (ppb),268.6
1151,N2O concentration (ppb),268.6
1152,N2O concentration (ppb),268.6
1153,N2O concentration (ppb),268.6
1154,N2O concentration (ppb),268.6
1155,N2O concentration (ppb),268.5
1156,N2O concentration (ppb),268.5
1157,N2O concentration (ppb),268.5
1158,N2O concentration (ppb),268.5
1159,N2O concentration (ppb),268.5
1160,N2O concentration (ppb),268.5
1161,N2O concentration (ppb),268.5
1162,N2O concentration (ppb),268.5
1163,N2O concentration (ppb),268.4
1164,N2O concentration (ppb),268.4
1165,N2O concentration (ppb),268.4
1166,N2O concentration (ppb),268.4
1167,N2O concentration (ppb),268.4
1168,N2O concentration (ppb),268.4
1169,N2O concentration (ppb),268.4
1170,N2O concentration (ppb),268.3
1171,N2O concentration (ppb),268.3
1172,N2O concentration (ppb),268.3
1173,N2O concentration (ppb),268.3
1174,N2O concentration (ppb),268.3
1175,N2O concentration (ppb),268.3
1176,N2O concentration (ppb),268.3
1177,N2O concentration (ppb),268.2
1178,N2O concentration (ppb),268.2
1179,N2O concentration (ppb),268.2
1180,N2O concentration (ppb),268.2
1181,N2O concentration (ppb),268.2
1182,N2O concentration (ppb),268.2
1183,N2O concentration (ppb),268.1
1184,N2O concentration (ppb),268.1
1185,N2O concentration (ppb),268.1
1186,N2O concentration (ppb),268.1
1187,N2O concentration (ppb),268.1
1188,N2O concentration (ppb),268.0
1189,N2O concentration (ppb),268.0
1190,N2O concentration (ppb),268.0
1191,N2O concentration (ppb),268.0
1192,N2O concentration (ppb),268.0
1193,N2O concentration (ppb),268.0
1194,N2O concentration (ppb),267.9
1195,N2O concentration (ppb),267.9
1196,N2O concentration (ppb),267.9
1197,N2O concentration (ppb),267.9
1198,N2O concentration (ppb),267.9
1199,N2O concentration (ppb),267.8
1200,N2O concentration (ppb),267.8
1201,N2O concentration (ppb),267.8
1202,N2O concentration (ppb),267.8
1203,N2O concentration (ppb),267.8
1204,N2O concentration (ppb),267.8
1205,N2O concentration (ppb),267.7
1206,N2O concentration (ppb),267.7
1207,N2O concentration (ppb),267.7
1208,N2O concentration (ppb),267.7
1209,N2O concentration (ppb),267.7
1210,N2O concentration (ppb),267.7
1211,N2O concentration (ppb),267.6
1212,N2O concentration (ppb),267.6
1213,N2O concentration (ppb),267.6
1214,N2O concentration (ppb),267.6
1215,N2O concentration (ppb),267.6
1216,N2O concentration (ppb),267.6
1217,N2O concentration (ppb),267.5
1218,N2O concentration (ppb),267.5
1219,N2O concentration (ppb),267.5
1220,N2O concentration (ppb),267.5
1221,N2O concentration (ppb),267.5
1222,N2O concentration (ppb),267.5
1223,N2O concentration (ppb),267.5
1224,N2O concentration (ppb),267.5
1225,N2O concentration (ppb),267.4
1226,N2O concentration (ppb),267.4
1227,N2O concentration (ppb),267.4
1228,N2O concentration (ppb),267.4
1229,N2O concentration (ppb),267.4
1230,N2O concentration (ppb),267.4
1231,N2O concentration (ppb),267.4
1232,N2O concentration (ppb),267.4
1233,N2O concentration (ppb),267.4
1234,N2O concentration (ppb),267.4
1235,N2O concentration (ppb),267.4
1236,N2O concentration (ppb),267.4
1237,N2O concentration (ppb),267.4
1238,N2O concentration (ppb),267.4
1239,N2O concentration (ppb),267.4
1240,N2O concentration (ppb),267.4
1241,N2O concentration (ppb),267.4
1242,N2O concentration (ppb),267.4
1243,N2O concentration (ppb),267.4
1244,N2O concentration (ppb),267.4
1245,N2O concentration (ppb),267.4
1246,N2O concentration (ppb),267.4
1247,N2O concentration (ppb),267.4
1248,N2O concentration (ppb),267.4
1249,N2O concentration (ppb),267.4
1250,N2O concentration (ppb),267.5
1251,N2O concentration (ppb),267.5
1252,N2O concentration (ppb),267.5
1253,N2O concentration (ppb),267.5
1254,N2O concentration (ppb),267.5
1255,N2O concentration (ppb),267.5
1256,N2O concentration (ppb),267.6
1257,N2O concentration (ppb),267.6
1258,N2O concentration (ppb),267.6
1259,N2O concentration (ppb),267.6
1260,N2O concentration (ppb),267.7
1261,N2O concentration (ppb),267.7
1262,N2O concentration (ppb),267.7
1263,N2O concentration (ppb),267.8
1264,N2O concentration (ppb),267.8
1265,N2O concentration (ppb),267.8
1266,N2O concentration (ppb),267.9
1267,N2O concentration (ppb),267.9
1268,N2O concentration (ppb),267.9
1269,N2O concentration (ppb),268.0
1270,N2O concentration (ppb),268.0
1271,N2O concentration (ppb),268.0
1272,N2O concentration (ppb),268.1
1273,N2O concentration (ppb),268.1
1274,N2O concentration (ppb),268.2
1275,N2O concentration (ppb),268.2
1276,N2O concentration (ppb),268.3
1277,N2O concentration (ppb),268.3
1278,N2O concentration (ppb),268.3
1279,N2O concentration (ppb),268.4
1280,N2O concentration (ppb),268.4
1281,N2O concentration (ppb),268.5
1282,N2O concentration (ppb),268.5
1283,N2O concentration (ppb),268.6
1284,N2O concentration (ppb),268.6
1285,N2O concentration (ppb),268.6
1286,N2O concentration (ppb),268.7
1287,N2O concentration (ppb),268.7
1288,N2O concentration (ppb),268.8
1289,N2O concentration (ppb),268.8
1290,N2O concentration (ppb),268.9
1291,N2O concentration (ppb),268.9
1292,N2O concentration (ppb),269.0
1293,N2O concentration (ppb),269.0
1294,N2O concentration (ppb),269.0
1295,N2O concentration (ppb),269.1
1296,N2O concentration (ppb),269.1
1297,N2O concentration (ppb),269.2
1298,N2O concentration (ppb),269.2
1299,N2O concentration (ppb),269.2
1300,N2O concentration (ppb),269.3
1301,N2O concentration (ppb),269.3
1302,N2O concentration (ppb),269.3
1303,N2O concentration (ppb),269.4
1304,N2O concentration (ppb),269.4
1305,N2O concentration (ppb),269.4
1306,N2O concentration (ppb),269.5
1307,N2O concentration (ppb),269.5
1308,N2O concentration (ppb),269.5
1309,N2O concentration (ppb),269.6
1310,N2O concentration (ppb),269.6
1311,N2O concentration (ppb),269.6
1312,N2O concentration (ppb),269.6
1313,N2O concentration (ppb),269.7
1314,N2O concentration (ppb),269.7
1315,N2O concentration (ppb),269.7
1316,N2O concentration (ppb),269.7
1317,N2O concentration (ppb),269.7
1318,N2O concentration (ppb),269.7
1319,N2O concentration (ppb),269.7
1320,N2O concentration (ppb),269.7
1321,N2O concentration (ppb),269.8
1322,N2O concentration (ppb),269.8
1323,N2O concentration (ppb),269.8
1324,N2O concentration (ppb),269.8
1325,N2O concentration (ppb),269.8
1326,N2O concentration (ppb),269.7
1327,N2O concentration (ppb),269.7
1328,N2O concentration (ppb),269.7
1329,N2O concentration (ppb),269.7
