country,year,population
Barbados,2048,279000
Belarus,2048,8690000
Belgium,2048,12200000
Belize,2048,563000
Benin,2048,23400000
Bhutan,2048,902000
Bolivia,2048,15600000
Bosnia and Herzegovina,2048,2730000
Botswana,2048,3450000
Brazil,2048,229000000
Brunei,2048,493000
Bulgaria,2048,5480000
Burkina Faso,2048,41700000
Burundi,2048,24300000
Cambodia,2048,21600000
Cameroon,2048,48800000
Canada,2048,45300000
Cape Verde,2048,675000
Central African Republic,2048,8170000
Chad,2048,32700000
Chile,2048,20300000
China,2048,1410000000
Colombia,2048,55900000
Comoros,2048,1430000
"Congo, Dem. Rep.",2048,187000000
"Congo, Rep.",2048,10300000
Costa Rica,2048,5770000
Cote d'Ivoire,2048,49400000
Croatia,2048,3420000
Cuba,2048,10300000
Cyprus,2048,1350000
Czech Republic,2048,10600000
Denmark,2048,6230000
Djibouti,2048,1280000
Dominica,2048,71300
Dominican Republic,2048,12700000
Ecuador,2048,23000000
Egypt,2048,156000000
El Salvador,2048,6950000
Equatorial Guinea,2048,2730000
Eritrea,2048,5830000
Estonia,2048,1170000
Ethiopia,2048,200000000
Fiji,2048,1060000
Finland,2048,5500000
France,2048,67600000
Gabon,2048,3700000
Gambia,2048,4710000
Georgia,2048,3550000
Germany,2048,80500000
Ghana,2048,50600000
Greece,2048,9140000
Grenada,2048,116000
Guatemala,2048,26400000
Guinea,2048,25000000
Guinea-Bissau,2048,3440000
Guyana,2048,829000
Haiti,2048,14700000
Holy See,2048,811
Honduras,2048,13600000
Hungary,2048,8550000
Iceland,2048,376000
India,2048,1630000000
Indonesia,2048,329000000
Iran,2048,102000000
Iraq,2048,68900000
Ireland,2048,5650000
Israel,2048,12400000
Italy,2048,55000000
Jamaica,2048,2980000
Japan,2048,107000000
Jordan,2048,12800000
Kazakhstan,2048,23700000
Kenya,2048,89200000
Kiribati,2048,173000
Kuwait,2048,5360000
Kyrgyz Republic,2048,8970000
Lao,2048,9400000
Latvia,2048,1500000
Lebanon,2048,6510000
Lesotho,2048,2640000
Liberia,2048,9040000
Libya,2048,8470000
Liechtenstein,2048,40300
Lithuania,2048,2150000
Luxembourg,2048,781000
Madagascar,2048,52100000
Malawi,2048,36800000
Malaysia,2048,40200000
Maldives,2048,582000
Mali,2048,41800000
Malta,2048,429000
Marshall Islands,2048,74700
Mauritania,2048,8700000
Mauritius,2048,1200000
Mexico,2048,154000000
"Micronesia, Fed. Sts.",2048,138000
Moldova,2048,3420000
Monaco,2048,45600
Mongolia,2048,4380000
Montenegro,2048,594000
Morocco,2048,45800000
Mozambique,2048,62700000
Myanmar,2048,62200000
Namibia,2048,3890000
Nauru,2048,10900
Nepal,2048,35300000
Netherlands,2048,17200000
New Zealand,2048,5580000
Nicaragua,2048,8450000
Niger,2048,62000000
Nigeria,2048,387000000
North Korea,2048,26600000
North Macedonia,2048,1880000
Norway,2048,6540000
Oman,2048,6820000
Pakistan,2048,331000000
Palau,2048,17900
Palestine,2048,8580000
Panama,2048,5780000
Papua New Guinea,2048,13900000
Paraguay,2048,9020000
Peru,2048,40100000
Philippines,2048,143000000
Poland,2048,33700000
Portugal,2048,9190000
Qatar,2048,3810000
Romania,2048,16500000
Russia,2048,136000000
Rwanda,2048,22400000
Samoa,2048,263000
San Marino,2048,33800
Sao Tome and Principe,2048,381000
Saudi Arabia,2048,44200000
Senegal,2048,31900000
Serbia,2048,7200000
Seychelles,2048,105000
Sierra Leone,2048,12600000
Singapore,2048,6430000
Slovak Republic,2048,5030000
Slovenia,2048,1950000
Solomon Islands,2048,1240000
Somalia,2048,33400000
South Africa,2048,74800000
South Korea,2048,47500000
South Sudan,2048,19300000
Spain,2048,44000000
Sri Lanka,2048,21900000
St. Kitts and Nevis,2048,56400
St. Lucia,2048,184000
St. Vincent and the Grenadines,2048,110000
Sudan,2048,78500000
Suriname,2048,678000
Swaziland,2048,1670000
Sweden,2048,11300000
Switzerland,2048,9770000
Syria,2048,32600000
Tajikistan,2048,15800000
Tanzania,2048,124000000
Thailand,2048,66700000
Timor-Leste,2048,1980000
Togo,2048,14900000
Tonga,2048,133000
Trinidad and Tobago,2048,1360000
Tunisia,2048,13700000
Turkey,2048,96700000
Turkmenistan,2048,7860000
Tuvalu,2048,15700
Uganda,2048,86500000
Ukraine,2048,35800000
United Arab Emirates,2048,10500000
United Kingdom,2048,73800000
United States,2048,377000000
Uruguay,2048,3640000
Uzbekistan,2048,42600000
Vanuatu,2048,539000
Venezuela,2048,36800000
Vietnam,2048,109000000
Yemen,2048,47100000
Zambia,2048,37500000
Zimbabwe,2048,23400000
Afghanistan,2049,64000000
Albania,2049,2450000
Algeria,2049,60400000
Andorra,2049,76400
Angola,2049,75500000
Antigua and Barbuda,2049,111000
Argentina,2049,54600000
Armenia,2049,2830000
Australia,2049,32600000
Austria,2049,9140000
Azerbaijan,2049,11100000
Bahamas,2049,462000
Bahrain,2049,2310000
Bangladesh,2049,192000000
Barbados,2049,278000
Belarus,2049,8660000
Belgium,2049,12200000
Belize,2049,567000
Benin,2049,23800000
Bhutan,2049,904000
Bolivia,2049,15700000
Bosnia and Herzegovina,2049,2710000
Botswana,2049,3480000
Brazil,2049,229000000
Brunei,2049,493000
Bulgaria,2049,5430000
Burkina Faso,2049,42600000
Burundi,2049,24800000
Cambodia,2049,21800000
Cameroon,2049,49700000
Canada,2049,45500000
Cape Verde,2049,677000
Central African Republic,2049,8290000
Chad,2049,33400000
Chile,2049,20300000
China,2049,1410000000
Colombia,2049,55900000
Comoros,2049,1450000
"Congo, Dem. Rep.",2049,191000000
"Congo, Rep.",2049,10500000
Costa Rica,2049,5770000
Cote d'Ivoire,2049,50300000
Croatia,2049,3390000
Cuba,2049,10200000
Cyprus,2049,1350000
Czech Republic,2049,10600000
Denmark,2049,6240000
Djibouti,2049,1290000
Dominica,2049,71100
Dominican Republic,2049,12800000
Ecuador,2049,23200000
Egypt,2049,158000000
El Salvador,2049,6940000
Equatorial Guinea,2049,2770000
Eritrea,2049,5920000
Estonia,2049,1160000
Ethiopia,2049,202000000
Fiji,2049,1070000
Finland,2049,5490000
France,2049,67600000
Gabon,2049,3750000
Gambia,2049,4790000
Georgia,2049,3540000
Germany,2049,80300000
Ghana,2049,51300000
Greece,2049,9080000
Grenada,2049,116000
Guatemala,2049,26700000
Guinea,2049,25500000
Guinea-Bissau,2049,3500000
Guyana,2049,827000
Haiti,2049,14800000
Holy See,2049,807
Honduras,2049,13700000
Hungary,2049,8510000
Iceland,2049,376000
India,2049,1640000000
Indonesia,2049,330000000
Iran,2049,103000000
Iraq,2049,69900000
Ireland,2049,5660000
Israel,2049,12600000
Italy,2049,54700000
Jamaica,2049,2970000
Japan,2049,107000000
Jordan,2049,12800000
Kazakhstan,2049,23900000
Kenya,2049,90400000
Kiribati,2049,175000
Kuwait,2049,5380000
Kyrgyz Republic,2049,9050000
Lao,2049,9440000
Latvia,2049,1490000
Lebanon,2049,6520000
Lesotho,2049,2650000
Liberia,2049,9190000
Libya,2049,8500000
Liechtenstein,2049,40400
Lithuania,2049,2140000
Luxembourg,2049,786000
Madagascar,2049,53100000
Malawi,2049,37500000
Malaysia,2049,40400000
Maldives,2049,584000
Mali,2049,42700000
Malta,2049,428000
Marshall Islands,2049,75100
Mauritania,2049,8860000
Mauritius,2049,1190000
Mexico,2049,155000000
"Micronesia, Fed. Sts.",2049,139000
Moldova,2049,3390000
Monaco,2049,45800
Mongolia,2049,4410000
Montenegro,2049,592000
Morocco,2049,46000000
Mozambique,2049,64000000
Myanmar,2049,62200000
Namibia,2049,3930000
Nauru,2049,10800
Nepal,2049,35300000
Netherlands,2049,17200000
New Zealand,2049,5590000
Nicaragua,2049,8490000
Niger,2049,63800000
Nigeria,2049,394000000
North Korea,2049,26600000
North Macedonia,2049,1870000
Norway,2049,6570000
Oman,2049,6870000
Pakistan,2049,335000000
Palau,2049,17800
Palestine,2049,8700000
Panama,2049,5820000
Papua New Guinea,2049,14000000
Paraguay,2049,9060000
Peru,2049,40200000
Philippines,2049,144000000
Poland,2049,33500000
Portugal,2049,9140000
Qatar,2049,3830000
Romania,2049,16400000
Russia,2049,136000000
Rwanda,2049,22700000
Samoa,2049,265000
San Marino,2049,33700
Sao Tome and Principe,2049,387000
Saudi Arabia,2049,44400000
Senegal,2049,32600000
Serbia,2049,7140000
Seychelles,2049,105000
Sierra Leone,2049,12800000
Singapore,2049,6420000
Slovak Republic,2049,5010000
Slovenia,2049,1950000
Solomon Islands,2049,1270000
Somalia,2049,34100000
South Africa,2049,75200000
South Korea,2049,47200000
South Sudan,2049,19700000
Spain,2049,43800000
Sri Lanka,2049,21900000
St. Kitts and Nevis,2049,56300
St. Lucia,2049,183000
St. Vincent and the Grenadines,2049,110000
Sudan,2049,79900000
Suriname,2049,679000
Swaziland,2049,1690000
Sweden,2049,11400000
Switzerland,2049,9790000
Syria,2049,32900000
Tajikistan,2049,16000000
Tanzania,2049,127000000
Thailand,2049,66300000
Timor-Leste,2049,2000000
Togo,2049,15200000
Tonga,2049,133000
Trinidad and Tobago,2049,1350000
Tunisia,2049,13800000
Turkey,2049,96900000
Turkmenistan,2049,7900000
Tuvalu,2049,15800
Uganda,2049,88000000
Ukraine,2049,35500000
United Arab Emirates,2049,10400000
United Kingdom,2049,73900000
United States,2049,378000000
Uruguay,2049,3640000
Uzbekistan,2049,42800000
Vanuatu,2049,548000
Venezuela,2049,36900000
Vietnam,2049,110000000
Yemen,2049,47600000
Zambia,2049,38300000
Zimbabwe,2049,23700000
Afghanistan,2050,64700000
Albania,2050,2420000
Algeria,2050,60900000
Andorra,2050,76100
Angola,2050,77400000
Antigua and Barbuda,2050,111000
Argentina,2050,54900000
Armenia,2050,2820000
Australia,2050,32800000
Austria,2050,9130000
Azerbaijan,2050,11100000
Bahamas,2050,463000
Bahrain,2050,2320000
Bangladesh,2050,193000000
Barbados,2050,277000
Belarus,2050,8630000
Belgium,2050,12200000
Belize,2050,571000
Benin,2050,24300000
Bhutan,2050,905000
Bolivia,2050,15800000
Bosnia and Herzegovina,2050,2690000
Botswana,2050,3510000
Brazil,2050,229000000
Brunei,2050,492000
Bulgaria,2050,5390000
Burkina Faso,2050,43400000
Burundi,2050,25300000
Cambodia,2050,21900000
Cameroon,2050,50600000
Canada,2050,45700000
Cape Verde,2050,679000
Central African Republic,2050,8400000
Chad,2050,34000000
Chile,2050,20300000
China,2050,1400000000
Colombia,2050,56000000
Comoros,2050,1470000
"Congo, Dem. Rep.",2050,194000000
"Congo, Rep.",2050,10700000
Costa Rica,2050,5770000
Cote d'Ivoire,2050,51300000
Croatia,2050,3360000
Cuba,2050,10200000
Cyprus,2050,1350000
Czech Republic,2050,10500000
Denmark,2050,6250000
Djibouti,2050,1300000
Dominica,2050,70900
Dominican Republic,2050,12800000
Ecuador,2050,23300000
Egypt,2050,160000000
El Salvador,2050,6940000
Equatorial Guinea,2050,2820000
Eritrea,2050,6010000
Estonia,2050,1160000
Ethiopia,2050,205000000
Fiji,2050,1070000
Finland,2050,5490000
France,2050,67600000
Gabon,2050,3810000
Gambia,2050,4880000
Georgia,2050,3520000
Germany,2050,80100000
Ghana,2050,52000000
Greece,2050,9030000
Grenada,2050,116000
Guatemala,2050,26900000
Guinea,2050,26000000
Guinea-Bissau,2050,3560000
Guyana,2050,825000
Haiti,2050,14900000
Holy See,2050,806
Honduras,2050,13800000
Hungary,2050,8470000
Iceland,2050,377000
India,2050,1640000000
Indonesia,2050,331000000
Iran,2050,103000000
Iraq,2050,70900000
Ireland,2050,5680000
Israel,2050,12700000
Italy,2050,54400000
Jamaica,2050,2960000
Japan,2050,106000000
Jordan,2050,12900000
Kazakhstan,2050,24000000
Kenya,2050,91600000
Kiribati,2050,177000
Kuwait,2050,5390000
Kyrgyz Republic,2050,9130000
Lao,2050,9480000
Latvia,2050,1480000
Lebanon,2050,6530000
Lesotho,2050,2670000
Liberia,2050,9340000
Libya,2050,8530000
Liechtenstein,2050,40400
Lithuania,2050,2120000
Luxembourg,2050,790000
Madagascar,2050,54000000
Malawi,2050,38100000
Malaysia,2050,40600000
Maldives,2050,586000
Mali,2050,43600000
Malta,2050,427000
Marshall Islands,2050,75400
Mauritania,2050,9020000
Mauritius,2050,1190000
Mexico,2050,155000000
"Micronesia, Fed. Sts.",2050,139000
Moldova,2050,3360000
Monaco,2050,46000
Mongolia,2050,4450000
Montenegro,2050,589000
Morocco,2050,46200000
Mozambique,2050,65300000
Myanmar,2050,62300000
Namibia,2050,3980000
Nauru,2050,10800
Nepal,2050,35300000
Netherlands,2050,17200000
New Zealand,2050,5610000
Nicaragua,2050,8530000
Niger,2050,65600000
Nigeria,2050,401000000
North Korea,2050,26600000
North Macedonia,2050,1860000
Norway,2050,6600000
Oman,2050,6920000
Pakistan,2050,338000000
Palau,2050,17700
Palestine,2050,8820000
Panama,2050,5850000
Papua New Guinea,2050,14200000
Paraguay,2050,9100000
Peru,2050,40400000
Philippines,2050,144000000
Poland,2050,33300000
Portugal,2050,9080000
Qatar,2050,3850000
Romania,2050,16300000
Russia,2050,136000000
Rwanda,2050,23000000
Samoa,2050,267000
San Marino,2050,33600
Sao Tome and Principe,2050,394000
Saudi Arabia,2050,44600000
Senegal,2050,33200000
Serbia,2050,7080000
Seychelles,2050,105000
Sierra Leone,2050,12900000
Singapore,2050,6410000
Slovak Republic,2050,4980000
Slovenia,2050,1940000
Solomon Islands,2050,1290000
Somalia,2050,34900000
South Africa,2050,75500000
South Korea,2050,46800000
South Sudan,2050,20000000
Spain,2050,43600000
Sri Lanka,2050,21800000
St. Kitts and Nevis,2050,56200
St. Lucia,2050,182000
St. Vincent and the Grenadines,2050,109000
Sudan,2050,81200000
Suriname,2050,680000
Swaziland,2050,1700000
Sweden,2050,11400000
Switzerland,2050,9820000
Syria,2050,33100000
Tajikistan,2050,16200000
Tanzania,2050,129000000
Thailand,2050,65900000
Timor-Leste,2050,2020000
Togo,2050,15400000
Tonga,2050,134000
Trinidad and Tobago,2050,1340000
Tunisia,2050,13800000
Turkey,2050,97100000
Turkmenistan,2050,7950000
Tuvalu,2050,16000
Uganda,2050,89400000
Ukraine,2050,35200000
United Arab Emirates,2050,10400000
United Kingdom,2050,74100000
United States,2050,379000000
Uruguay,2050,3640000
Uzbekistan,2050,42900000
Vanuatu,2050,557000
Venezuela,2050,37000000
Vietnam,2050,110000000
Yemen,2050,48100000
Zambia,2050,39100000
Zimbabwe,2050,23900000
Afghanistan,2051,65400000
Albania,2051,2400000
Algeria,2051,61400000
Andorra,2051,75800
Angola,2051,79300000
Antigua and Barbuda,2051,111000
Argentina,2051,55100000
Armenia,2051,2810000
Australia,2051,33000000
Austria,2051,9120000
Azerbaijan,2051,11000000
Bahamas,2051,464000
Bahrain,2051,2320000
Bangladesh,2051,193000000
Barbados,2051,276000
Belarus,2051,8610000
Belgium,2051,12200000
Belize,2051,575000
Benin,2051,24700000
Bhutan,2051,905000
Bolivia,2051,15900000
Bosnia and Herzegovina,2051,2660000
Botswana,2051,3540000
Brazil,2051,229000000
Brunei,2051,492000
Bulgaria,2051,5340000
Burkina Faso,2051,44300000
Burundi,2051,25900000
Cambodia,2051,22000000
Cameroon,2051,51500000
Canada,2051,45900000
Cape Verde,2051,681000
Central African Republic,2051,8520000
Chad,2051,34700000
Chile,2051,20300000
China,2051,1400000000
Colombia,2051,56000000
Comoros,2051,1490000
"Congo, Dem. Rep.",2051,198000000
"Congo, Rep.",2051,10900000
Costa Rica,2051,5770000
Cote d'Ivoire,2051,52200000
Croatia,2051,3340000
Cuba,2051,10100000
Cyprus,2051,1360000
Czech Republic,2051,10500000
Denmark,2051,6260000
Djibouti,2051,1300000
Dominica,2051,70700
Dominican Republic,2051,12800000
Ecuador,2051,23400000
Egypt,2051,162000000
El Salvador,2051,6930000
Equatorial Guinea,2051,2870000
Eritrea,2051,6090000
Estonia,2051,1150000
Ethiopia,2051,208000000
Fiji,2051,1070000
Finland,2051,5480000
France,2051,67600000
Gabon,2051,3860000
Gambia,2051,4970000
Georgia,2051,3500000
Germany,2051,79900000
Ghana,2051,52700000
Greece,2051,8970000
Grenada,2051,115000
Guatemala,2051,27200000
Guinea,2051,26400000
Guinea-Bissau,2051,3610000
Guyana,2051,823000
Haiti,2051,15000000
Holy See,2051,804
Honduras,2051,13900000
Hungary,2051,8430000
Iceland,2051,377000
India,2051,1640000000
Indonesia,2051,332000000
Iran,2051,103000000
Iraq,2051,71900000
Ireland,2051,5690000
Israel,2051,12900000
Italy,2051,54000000
Jamaica,2051,2950000
Japan,2051,105000000
Jordan,2051,13000000
Kazakhstan,2051,24200000
Kenya,2051,92700000
Kiribati,2051,179000
Kuwait,2051,5410000
Kyrgyz Republic,2051,9200000
Lao,2051,9520000
Latvia,2051,1470000
Lebanon,2051,6540000
Lesotho,2051,2680000
Liberia,2051,9490000
Libya,2051,8550000
Liechtenstein,2051,40400
Lithuania,2051,2110000
Luxembourg,2051,794000
Madagascar,2051,55000000
Malawi,2051,38800000
Malaysia,2051,40700000
Maldives,2051,588000
Mali,2051,44500000
Malta,2051,426000
Marshall Islands,2051,75700
Mauritania,2051,9190000
Mauritius,2051,1180000
Mexico,2051,155000000
"Micronesia, Fed. Sts.",2051,139000
Moldova,2051,3330000
Monaco,2051,46200
Mongolia,2051,4480000
Montenegro,2051,587000
Morocco,2051,46300000
Mozambique,2051,66600000
Myanmar,2051,62300000
Namibia,2051,4030000
Nauru,2051,10800
Nepal,2051,35300000
Netherlands,2051,17100000
New Zealand,2051,5620000
Nicaragua,2051,8570000
Niger,2051,67400000
Nigeria,2051,409000000
North Korea,2051,26500000
North Macedonia,2051,1850000
Norway,2051,6630000
Oman,2051,6960000
Pakistan,2051,341000000
Palau,2051,17600
Palestine,2051,8930000
Panama,2051,5890000
Papua New Guinea,2051,14400000
Paraguay,2051,9140000
Peru,2051,40500000
Philippines,2051,145000000
Poland,2051,33100000
Portugal,2051,9030000
Qatar,2051,3870000
Romania,2051,16200000
Russia,2051,136000000
Rwanda,2051,23400000
Samoa,2051,269000
San Marino,2051,33500
Sao Tome and Principe,2051,401000
Saudi Arabia,2051,44700000
Senegal,2051,33800000
Serbia,2051,7020000
Seychelles,2051,104000
Sierra Leone,2051,13100000
Singapore,2051,6400000
Slovak Republic,2051,4960000
Slovenia,2051,1930000
Solomon Islands,2051,1310000
Somalia,2051,35700000
South Africa,2051,75900000
South Korea,2051,46500000
South Sudan,2051,20300000
Spain,2051,43400000
Sri Lanka,2051,21700000
St. Kitts and Nevis,2051,56000
St. Lucia,2051,181000
St. Vincent and the Grenadines,2051,109000
Sudan,2051,82500000
Suriname,2051,681000
Swaziland,2051,1720000
Sweden,2051,11400000
Switzerland,2051,9840000
Syria,2051,33400000
Tajikistan,2051,16400000
Tanzania,2051,132000000
Thailand,2051,65600000
Timor-Leste,2051,2040000
Togo,2051,15700000
Tonga,2051,135000
Trinidad and Tobago,2051,1340000
Tunisia,2051,13800000
Turkey,2051,97300000
Turkmenistan,2051,7990000
Tuvalu,2051,16100
Uganda,2051,90900000
Ukraine,2051,34900000
United Arab Emirates,2051,10400000
United Kingdom,2051,74200000
United States,2051,381000000
Uruguay,2051,3640000
Uzbekistan,2051,43100000
Vanuatu,2051,566000
Venezuela,2051,37100000
Vietnam,2051,110000000
Yemen,2051,48600000
Zambia,2051,39900000
Zimbabwe,2051,24200000
Afghanistan,2052,66100000
Albania,2052,2380000
Algeria,2052,61900000
Andorra,2052,75400
Angola,2052,81200000
Antigua and Barbuda,2052,111000
Argentina,2052,55300000
Armenia,2052,2790000
Australia,2052,33300000
Austria,2052,9100000
Azerbaijan,2052,11000000
Bahamas,2052,465000
Bahrain,2052,2330000
Bangladesh,2052,193000000
Barbados,2052,275000
Belarus,2052,8580000
Belgium,2052,12200000
Belize,2052,579000
Benin,2052,25200000
Bhutan,2052,906000
Bolivia,2052,16000000
Bosnia and Herzegovina,2052,2630000
Botswana,2052,3570000
Brazil,2052,228000000
Brunei,2052,491000
Bulgaria,2052,5290000
Burkina Faso,2052,45200000
Burundi,2052,26400000
Cambodia,2052,22100000
Cameroon,2052,52300000
Canada,2052,46100000
Cape Verde,2052,683000
Central African Republic,2052,8630000
Chad,2052,35300000
Chile,2052,20300000
China,2052,1390000000
Colombia,2052,55900000
Comoros,2052,1510000
"Congo, Dem. Rep.",2052,202000000
"Congo, Rep.",2052,11100000
Costa Rica,2052,5770000
Cote d'Ivoire,2052,53200000
Croatia,2052,3310000
Cuba,2052,10000000
Cyprus,2052,1360000
Czech Republic,2052,10500000
Denmark,2052,6270000
Djibouti,2052,1310000
Dominica,2052,70500
Dominican Republic,2052,12800000
Ecuador,2052,23600000
Egypt,2052,164000000
El Salvador,2052,6920000
Equatorial Guinea,2052,2910000
Eritrea,2052,6180000
Estonia,2052,1150000
Ethiopia,2052,211000000
Fiji,2052,1080000
Finland,2052,5470000
France,2052,67500000
Gabon,2052,3920000
Gambia,2052,5060000
Georgia,2052,3480000
Germany,2052,79700000
Ghana,2052,53400000
Greece,2052,8910000
Grenada,2052,115000
Guatemala,2052,27400000
Guinea,2052,26900000
Guinea-Bissau,2052,3670000
Guyana,2052,820000
Haiti,2052,15000000
Holy See,2052,806
Honduras,2052,14000000
Hungary,2052,8390000
Iceland,2052,377000
India,2052,1640000000
Indonesia,2052,332000000
Iran,2052,104000000
Iraq,2052,73000000
Ireland,2052,5700000
Israel,2052,13000000
Italy,2052,53700000
Jamaica,2052,2930000
Japan,2052,104000000
Jordan,2052,13100000
Kazakhstan,2052,24300000
Kenya,2052,93900000
Kiribati,2052,180000
Kuwait,2052,5420000
Kyrgyz Republic,2052,9270000
Lao,2052,9550000
Latvia,2052,1460000
Lebanon,2052,6540000
Lesotho,2052,2690000
Liberia,2052,9640000
Libya,2052,8570000
Liechtenstein,2052,40400
Lithuania,2052,2090000
Luxembourg,2052,798000
Madagascar,2052,56000000
Malawi,2052,39500000
Malaysia,2052,40800000
Maldives,2052,590000
Mali,2052,45400000
Malta,2052,424000
Marshall Islands,2052,75900
Mauritania,2052,9350000
Mauritius,2052,1170000
Mexico,2052,156000000
"Micronesia, Fed. Sts.",2052,140000
Moldova,2052,3300000
Monaco,2052,46500
Mongolia,2052,4510000
Montenegro,2052,585000
Morocco,2052,46500000
Mozambique,2052,67900000
Myanmar,2052,62300000
Namibia,2052,4070000
Nauru,2052,10700
Nepal,2052,35300000
Netherlands,2052,17100000
New Zealand,2052,5630000
Nicaragua,2052,8600000
Niger,2052,69300000
Nigeria,2052,416000000
North Korea,2052,26500000
North Macedonia,2052,1830000
Norway,2052,6660000
Oman,2052,7010000
Pakistan,2052,344000000
Palau,2052,17600
Palestine,2052,9050000
Panama,2052,5920000
Papua New Guinea,2052,14500000
Paraguay,2052,9180000
Peru,2052,40600000
Philippines,2052,146000000
Poland,2052,32900000
Portugal,2052,8980000
Qatar,2052,3890000
Romania,2052,16000000
Russia,2052,135000000
Rwanda,2052,23700000
Samoa,2052,271000
San Marino,2052,33400
Sao Tome and Principe,2052,408000
Saudi Arabia,2052,44800000
Senegal,2052,34400000
Serbia,2052,6970000
Seychelles,2052,104000
Sierra Leone,2052,13200000
Singapore,2052,6380000
Slovak Republic,2052,4940000
Slovenia,2052,1920000
Solomon Islands,2052,1340000
Somalia,2052,36500000
South Africa,2052,76200000
South Korea,2052,46100000
South Sudan,2052,20600000
Spain,2052,43200000
Sri Lanka,2052,21700000
St. Kitts and Nevis,2052,55900
St. Lucia,2052,180000
St. Vincent and the Grenadines,2052,108000
Sudan,2052,83900000
Suriname,2052,682000
Swaziland,2052,1740000
Sweden,2052,11500000
Switzerland,2052,9860000
Syria,2052,33600000
Tajikistan,2052,16700000
Tanzania,2052,135000000
Thailand,2052,65200000
Timor-Leste,2052,2060000
Togo,2052,15900000
Tonga,2052,136000
Trinidad and Tobago,2052,1330000
Tunisia,2052,13900000
Turkey,2052,97500000
Turkmenistan,2052,8030000
Tuvalu,2052,16200
Uganda,2052,92400000
Ukraine,2052,34700000
United Arab Emirates,2052,10400000
United Kingdom,2052,74300000
United States,2052,382000000
Uruguay,2052,3640000
Uzbekistan,2052,43300000
Vanuatu,2052,575000
Venezuela,2052,37200000
Vietnam,2052,110000000
Yemen,2052,49000000
Zambia,2052,40800000
Zimbabwe,2052,24500000
Afghanistan,2053,66700000
Albania,2053,2360000
Algeria,2053,62300000
Andorra,2053,75000
Angola,2053,83200000
Antigua and Barbuda,2053,111000
Argentina,2053,55500000
Armenia,2053,2780000
Australia,2053,33500000
Austria,2053,9090000
Azerbaijan,2053,11000000
Bahamas,2053,465000
Bahrain,2053,2340000
Bangladesh,2053,193000000
Barbados,2053,273000
Belarus,2053,8550000
Belgium,2053,12200000
Belize,2053,582000
Benin,2053,25700000
Bhutan,2053,906000
Bolivia,2053,16100000
Bosnia and Herzegovina,2053,2610000
Botswana,2053,3600000
Brazil,2053,228000000
Brunei,2053,491000
Bulgaria,2053,5250000
Burkina Faso,2053,46000000
Burundi,2053,26900000
Cambodia,2053,22200000
Cameroon,2053,53200000
Canada,2053,46300000
Cape Verde,2053,684000
Central African Republic,2053,8740000
Chad,2053,36000000
Chile,2053,20300000
China,2053,1380000000
Colombia,2053,55900000
Comoros,2053,1530000
"Congo, Dem. Rep.",2053,206000000
"Congo, Rep.",2053,11300000
Costa Rica,2053,5770000
Cote d'Ivoire,2053,54100000
Croatia,2053,3280000
Cuba,2053,9940000
Cyprus,2053,1360000
Czech Republic,2053,10500000
Denmark,2053,6280000
Djibouti,2053,1310000
Dominica,2053,70200
Dominican Republic,2053,12900000
Ecuador,2053,23700000
Egypt,2053,165000000
El Salvador,2053,6910000
Equatorial Guinea,2053,2960000
Eritrea,2053,6260000
Estonia,2053,1140000
Ethiopia,2053,214000000
Fiji,2053,1080000
Finland,2053,5470000
France,2053,67500000
Gabon,2053,3970000
Gambia,2053,5140000
Georgia,2053,3460000
Germany,2053,79400000
Ghana,2053,54100000
Greece,2053,8850000
Grenada,2053,115000
Guatemala,2053,27600000
Guinea,2053,27400000
Guinea-Bissau,2053,3720000
Guyana,2053,818000
Haiti,2053,15100000
Holy See,2053,803
Honduras,2053,14100000
Hungary,2053,8350000
Iceland,2053,377000
India,2053,1650000000
Indonesia,2053,333000000
Iran,2053,104000000
Iraq,2053,73900000
Ireland,2053,5710000
Israel,2053,13100000
Italy,2053,53300000
Jamaica,2053,2920000
Japan,2053,104000000
Jordan,2053,13200000
Kazakhstan,2053,24400000
Kenya,2053,95000000
Kiribati,2053,182000
Kuwait,2053,5420000
Kyrgyz Republic,2053,9340000
Lao,2053,9580000
Latvia,2053,1450000
Lebanon,2053,6550000
Lesotho,2053,2700000
Liberia,2053,9800000
Libya,2053,8590000
Liechtenstein,2053,40400
Lithuania,2053,2080000
Luxembourg,2053,802000
Madagascar,2053,57000000
Malawi,2053,40200000
Malaysia,2053,41000000
Maldives,2053,591000
Mali,2053,46200000
Malta,2053,423000
Marshall Islands,2053,76200
Mauritania,2053,9520000
Mauritius,2053,1160000
Mexico,2053,156000000
"Micronesia, Fed. Sts.",2053,140000
Moldova,2053,3270000
Monaco,2053,46700
Mongolia,2053,4550000
Montenegro,2053,583000
Morocco,2053,46600000
Mozambique,2053,69200000
Myanmar,2053,62300000
Namibia,2053,4120000
Nauru,2053,10700
Nepal,2053,35300000
Netherlands,2053,17000000
New Zealand,2053,5650000
Nicaragua,2053,8640000
Niger,2053,71100000
Nigeria,2053,424000000
North Korea,2053,26400000
North Macedonia,2053,1820000
Norway,2053,6690000
Oman,2053,7050000
Pakistan,2053,348000000
Palau,2053,17500
Palestine,2053,9160000
Panama,2053,5950000
Papua New Guinea,2053,14700000
Paraguay,2053,9210000
Peru,2053,40800000
Philippines,2053,147000000
Poland,2053,32700000
Portugal,2053,8920000
