Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1971","kcal/capita/day","7"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1972","kcal/capita/day","7"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1973","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1974","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1975","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1976","kcal/capita/day","7"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1977","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1978","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1979","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1980","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1981","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1982","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1983","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1984","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1985","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1986","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1987","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1988","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1989","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1990","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1991","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1992","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1993","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1994","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1995","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1996","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1997","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1998","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","1999","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","2000","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","2001","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","2002","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","2003","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","2004","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","2005","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","2006","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","2007","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","2008","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","2009","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","2010","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","2011","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","2012","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pelagic Fish","2013","kcal/capita/day","8"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1961","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1962","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1963","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1964","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1965","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1966","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1967","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1968","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1969","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1970","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1971","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1972","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1973","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1974","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1975","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1976","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1977","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1978","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1979","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1980","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1981","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1982","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1983","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1984","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1985","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1986","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1987","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1988","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1989","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1990","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1991","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1992","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1993","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1994","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1995","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1996","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1997","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1998","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","1999","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","2000","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","2001","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","2002","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","2003","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","2004","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","2005","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","2006","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","2007","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","2008","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","2009","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","2010","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","2011","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","2012","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Marine Fish, Other","2013","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1961","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1962","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1963","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1964","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1965","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1966","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1967","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1968","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1969","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1970","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1971","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1972","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1973","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1974","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1975","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1976","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1977","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1978","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1979","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1980","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1981","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1982","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1983","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1984","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1985","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1986","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1987","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1988","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1989","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1990","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1991","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1992","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1993","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1994","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1995","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1996","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1997","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1998","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","1999","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","2000","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","2001","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","2002","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","2003","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","2004","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","2005","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","2006","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","2007","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","2008","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","2009","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","2010","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","2011","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","2012","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Crustaceans","2013","kcal/capita/day","2"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1961","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1962","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1963","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1964","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1965","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1966","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1967","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1968","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1969","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1970","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1971","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1972","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1973","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1974","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1975","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1976","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1977","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1978","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1979","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1980","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1981","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1982","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1983","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1984","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1985","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1986","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1987","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1988","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1989","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1990","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1991","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1992","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1993","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1994","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1995","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1996","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1997","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1998","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","1999","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","2000","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","2001","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","2002","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","2003","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","2004","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","2005","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","2006","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","2007","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","2008","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","2009","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","2010","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","2011","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","2012","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Cephalopods","2013","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1961","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1962","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1963","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1964","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1965","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1966","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1967","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1968","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1969","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1970","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1971","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1972","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1973","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1974","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1975","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1976","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1977","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1978","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1979","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1980","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1981","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1982","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1983","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1984","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1985","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1986","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1987","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1988","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1989","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1990","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1991","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1992","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1993","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1994","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1995","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1996","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1997","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1998","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","1999","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","2000","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","2001","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","2002","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","2003","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","2004","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","2005","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","2006","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","2007","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","2008","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","2009","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Molluscs, Other","2010","kcal/capita/day","1"
