country,sector,year,withdrawal_billion_m3,metadata_note
Dominican Republic,total,2000,4.865,
Dominican Republic,total,2005,5.47,
Dominican Republic,total,2010,7.156,
Ecuador,total,2000,9.369,
Ecuador,total,2005,9.918,
El Salvador,total,1992,0.729,
El Salvador,total,2000,1.376,
El Salvador,total,2005,2.118,
Grenada,total,2005,0.01,
Grenada,total,2014,0.0141,
Guatemala,total,2006,3.324,
Guyana,total,1992,1.46,
Guyana,total,2000,1.64,
Guyana,total,2010,1.445,
Haiti,total,1991,0.9799,
Haiti,total,1995,1.285,
Haiti,total,2009,1.45,
Honduras,total,2003,1.607,[298]
Jamaica,total,1993,0.928,
Jamaica,total,2007,0.812,
Jamaica,total,2016,1.354,
Mexico,total,1980,56,
Mexico,total,2002,72.6,
Mexico,total,2007,78.95,
Mexico,total,2012,82.73,
Mexico,total,2017,87.84,
Nicaragua,total,2001,1.388,
Nicaragua,total,2011,1.545,
Panama,total,2010,1.037,
Panama,total,2016,1.211,
Paraguay,total,1987,0.43,
Paraguay,total,2000,0.49,
Paraguay,total,2012,2.413,
Peru,total,2008,13.66,
Peru,total,2016,16.1,
Puerto Rico,total,1990,4.21,[299]
Puerto Rico,total,2000,3.881,[300]
Puerto Rico,total,2005,4.162,[301]
Puerto Rico,total,2010,4.153,[302]
Puerto Rico,total,2015,3.275,
Saint Kitts and Nevis,total,2012,0.0156,
Saint Lucia,total,2007,0.0429,
Saint Vincent and the Grenadines,total,1995,0.01,
Saint Vincent and the Grenadines,total,2013,0.0085,
Suriname,total,1987,0.46,
Suriname,total,2000,0.67,
Suriname,total,2006,0.6159,
Trinidad and Tobago,total,1997,0.297,
Trinidad and Tobago,total,2000,0.314,
Trinidad and Tobago,total,2005,0.345,
Trinidad and Tobago,total,2011,0.3832,
United States of America,total,1980,517.7,
United States of America,total,1990,559.3,"[303,304]"
United States of America,total,2000,559.3,"[305,306]"
United States of America,total,2005,562.4,"[307,308]"
United States of America,total,2010,485.6,"[309,310]"
United States of America,total,2015,444.3,
Uruguay,total,1965,0.65,
Uruguay,total,2000,3.66,
Venezuela (Bolivarian Republic of),total,1970,4.1,
Venezuela (Bolivarian Republic of),total,2000,9.064,
Venezuela (Bolivarian Republic of),total,2007,22.63,
Afghanistan,total,1975,10.7,
Afghanistan,total,1987,26.11,
Afghanistan,total,2000,20.28,
Armenia,total,1995,2.925,
Armenia,total,2002,1.733,
Armenia,total,2007,2.858,
Armenia,total,2012,2.941,
Armenia,total,2017,2.866,
Azerbaijan,total,1992,16.2,
Azerbaijan,total,1997,12.51,
Azerbaijan,total,2002,10.07,
Azerbaijan,total,2007,12.27,
Azerbaijan,total,2012,11.97,
Azerbaijan,total,2017,12.78,
Bahrain,total,1990,0.239,
Bahrain,total,2003,0.3574,
Bahrain,total,2016,0.4344,
Bangladesh,total,2008,35.87,
Bhutan,total,2008,0.338,
Brunei Darussalam,total,1991,0.076,
Brunei Darussalam,total,1994,0.092,
Cambodia,total,2006,2.184,
China,total,1980,443.7,
China,total,1985,481.1,
China,total,1990,500,
China,total,1993,525.4,
China,total,2000,549.8,
China,total,2007,571.3,
China,total,2012,603.3,
China,total,2015,598.1,
Democratic People's Republic of Korea,total,2005,8.658,
Georgia,total,2005,1.813,
Georgia,total,2008,1.823,
India,total,1975,380,
India,total,1980,438.3,
India,total,1986,497.4,
India,total,1990,500,
India,total,2000,610.4,
India,total,2010,761,
Indonesia,total,1990,74.34,
Indonesia,total,2000,113.3,
Indonesia,total,2016,222.6,
Iran (Islamic Republic of),total,1975,45,
Iran (Islamic Republic of),total,1995,83,
Iran (Islamic Republic of),total,2001,89.7,
Iran (Islamic Republic of),total,2004,93.3,
Iraq,total,1975,40.56,
Iraq,total,1980,40.8,
Iraq,total,1985,41.02,
Iraq,total,1990,42.8,
Iraq,total,1995,54.4,
Iraq,total,2000,66,
Iraq,total,2016,38.55,
Israel,total,1970,1.564,
Israel,total,1975,1.632,
Israel,total,1980,1.7,
Israel,total,1986,1.9,
Israel,total,1990,1.804,
Israel,total,1995,1.812,
Israel,total,2002,1.831,
Israel,total,2004,1.954,
Israel,total,2010,1.919,
Israel,total,2017,2.304,
Japan,total,1980,88.2,
Japan,total,1992,91.4,
Japan,total,1997,89.23,
Japan,total,2002,84.65,
Japan,total,2007,82.98,
Japan,total,2009,81.45,
Jordan,total,1975,0.451,
Jordan,total,1980,0.535,
Jordan,total,1985,0.619,
Jordan,total,1992,0.984,
Jordan,total,2002,0.803,
Jordan,total,2007,0.932,
Jordan,total,2012,0.849,
Jordan,total,2016,1.044,
Kazakhstan,total,1995,33.67,
Kazakhstan,total,2002,22.27,
Kazakhstan,total,2007,22.81,
Kazakhstan,total,2012,21.39,
Kazakhstan,total,2017,24.45,
Kuwait,total,1994,0.538,
Kuwait,total,2002,0.9132,
Kyrgyzstan,total,1994,10.09,
Kyrgyzstan,total,2000,10.08,
Kyrgyzstan,total,2006,8.007,
Lao People's Democratic Republic,total,2005,3.493,
Lebanon,total,1975,0.751,
Lebanon,total,1994,1.293,
Lebanon,total,2000,1.433,
Lebanon,total,2005,1.31,
Lebanon,total,2015,1.84,
Malaysia,total,1990,10.12,
Malaysia,total,1996,5.488,
Maldives,total,1987,0.0034,
Maldives,total,2008,0.0059,[311]
Mongolia,total,1993,0.428,
Mongolia,total,2006,0.54,
Mongolia,total,2009,0.551,
Mongolia,total,2016,0.4624,
Myanmar,total,1987,28.26,
Myanmar,total,2000,33.23,
Nepal,total,2000,9.562,
Nepal,total,2006,9.497,
Oman,total,1991,1.223,
Oman,total,2000,1.36,
Oman,total,2003,1.321,
Oman,total,2013,1.872,
Pakistan,total,1975,153.4,
Pakistan,total,1991,155.6,
Pakistan,total,2000,172.6,
Pakistan,total,2008,183.5,
Palestine,total,2001,0.279,
Palestine,total,2005,0.418,
Palestine,total,2017,0.3752,
Papua New Guinea,total,2000,0.2714,
Papua New Guinea,total,2005,0.3921,
Philippines,total,2007,81.5,
Philippines,total,2012,84.25,
Philippines,total,2017,92.75,
Qatar,total,1975,0.15,
Qatar,total,1994,0.2849,
Qatar,total,2000,0.2939,
Qatar,total,2007,0.436,
Qatar,total,2016,0.9126,
Republic of Korea,total,1990,20.57,
Republic of Korea,total,1997,25.44,
Republic of Korea,total,2002,29.16,
Republic of Korea,total,2005,29.2,
Saudi Arabia,total,1992,17.02,
Saudi Arabia,total,2006,23.67,
Saudi Arabia,total,2012,20.88,
Saudi Arabia,total,2017,23.35,
Singapore,total,1975,0.19,
Singapore,total,2017,0.6594,
Sri Lanka,total,1990,9.769,
Sri Lanka,total,2000,13.01,
Sri Lanka,total,2005,12.95,
Syrian Arab Republic,total,1975,3.34,
Syrian Arab Republic,total,1997,14.43,
Syrian Arab Republic,total,2002,16.36,
Syrian Arab Republic,total,2005,16.76,
Tajikistan,total,1994,11.87,
Tajikistan,total,2000,11.96,
Tajikistan,total,2006,11.49,
Thailand,total,2007,57.31,
Timor-Leste,total,2004,1.172,
Turkey,total,1992,31.6,
Turkey,total,2002,37.78,
Turkey,total,2006,35.99,
Turkey,total,2012,50.51,
Turkey,total,2017,58.79,
Turkmenistan,total,1994,23.78,
Turkmenistan,total,2000,24.91,
Turkmenistan,total,2004,27.95,
United Arab Emirates,total,1980,0.9,
United Arab Emirates,total,1995,2.108,
United Arab Emirates,total,2000,2.904,
United Arab Emirates,total,2005,3.998,
Uzbekistan,total,1994,58.05,
Uzbekistan,total,2001,60.58,
Uzbekistan,total,2005,56,
Uzbekistan,total,2017,58.9,
Viet Nam,total,1980,37.86,
Viet Nam,total,1985,45.27,
Viet Nam,total,2005,82.03,
Yemen,total,1990,2.932,
Yemen,total,2000,3.4,
Yemen,total,2005,3.565,
Albania,total,1990,1.2,
Albania,total,2000,1.838,
Albania,total,2006,1.311,
Austria,total,1980,3.342,
Austria,total,1985,3.58,
Austria,total,1990,3.807,
Austria,total,1997,3.644,
Austria,total,2002,3.668,
Austria,total,2010,3.492,
Belarus,total,1995,1.98,
Belarus,total,2000,1.837,
Belarus,total,2005,1.706,
Belarus,total,2010,1.548,
Belarus,total,2017,1.397,
Belgium,total,1980,9.03,
Belgium,total,1997,7.69,
Belgium,total,2002,6.738,
Belgium,total,2007,6.217,
Belgium,total,2012,6.017,
Belgium,total,2015,3.994,
Bulgaria,total,1980,14.18,
Bulgaria,total,1985,14.09,
Bulgaria,total,1990,7.494,
Bulgaria,total,2002,6.589,
Bulgaria,total,2007,6.202,
Bulgaria,total,2012,5.715,
Bulgaria,total,2017,5.659,
Croatia,total,2002,0.5735,
Croatia,total,2012,0.6693,
Croatia,total,2017,0.715,
Cyprus,total,1975,0.155,
Cyprus,total,1980,0.177,
Cyprus,total,1985,0.2,
Cyprus,total,1990,0.226,
Cyprus,total,1993,0.211,
Cyprus,total,2002,0.2102,
Cyprus,total,2007,0.2166,
Cyprus,total,2012,0.2558,
Cyprus,total,2017,0.311,
Czechia,total,1997,2.493,
Czechia,total,2002,1.908,
Czechia,total,2007,1.969,
Czechia,total,2012,1.841,
Czechia,total,2017,1.63,
Denmark,total,1970,0.72,
Denmark,total,1975,1.205,
Denmark,total,1980,1.205,
Denmark,total,1985,1.705,
Denmark,total,1990,1.261,
Denmark,total,1997,0.9325,
Denmark,total,2002,0.6679,
Denmark,total,2007,0.5708,
Denmark,total,2012,0.7285,
Denmark,total,2016,0.7411,
Estonia,total,1992,2.63,
Estonia,total,1995,1.358,
Estonia,total,2002,1.413,
Estonia,total,2007,1.834,
Estonia,total,2012,1.631,
Estonia,total,2017,1.785,
Finland,total,1970,3.3,
Finland,total,1975,3.55,
Finland,total,1980,3.7,
Finland,total,1985,4,
Finland,total,1990,2.347,
Finland,total,1995,2.586,
Finland,total,1999,2.328,
Finland,total,2006,6.562,
France,total,1980,30.97,
France,total,1985,34.89,
France,total,1992,39.22,
France,total,1997,30.34,
France,total,2002,32.37,
France,total,2007,31.41,
France,total,2012,28.06,
France,total,2016,26.44,
Germany,total,1991,46.27,
Germany,total,1995,45.2,
Germany,total,2001,39.15,
Germany,total,2007,32.3,
Germany,total,2010,33.04,
Germany,total,2016,24.44,
Greece,total,1970,4.254,
Greece,total,1975,4.276,
Greece,total,1980,5.04,
Greece,total,1985,5.496,
Greece,total,1992,8.038,
Greece,total,1997,8.695,
Greece,total,2002,9.259,
Greece,total,2007,9.63,
Greece,total,2012,9.935,
Greece,total,2016,11.24,
Hungary,total,1970,2.98,
Hungary,total,1975,3.965,
Hungary,total,1980,4.805,
Hungary,total,1985,6.351,
Hungary,total,1992,7.137,
Hungary,total,1996,6.01,
Hungary,total,2002,5.72,
Hungary,total,2007,5.584,
Hungary,total,2012,5.051,
Hungary,total,2017,4.501,
Iceland,total,1980,0.108,
Iceland,total,1985,0.112,
Iceland,total,1992,0.167,
Iceland,total,2002,0.165,
Iceland,total,2004,0.165,
Iceland,total,2012,0.2943,
Iceland,total,2016,0.26,
Ireland,total,1980,1.07,
Ireland,total,1994,1.176,
Ireland,total,2007,0.73,
Ireland,total,2009,0.757,
Italy,total,1970,41.6,
Italy,total,2000,45.41,
Italy,total,2008,53.75,
Italy,total,2015,34.19,
Latvia,total,1995,0.418,
Latvia,total,2002,0.2563,
Latvia,total,2007,0.2182,
Latvia,total,2012,0.2602,
Latvia,total,2017,0.1811,
Lithuania,total,1995,4.352,
Lithuania,total,2001,2.768,
Lithuania,total,2007,2.269,
Lithuania,total,2017,0.259,
Luxembourg,total,1970,0.0348,
Luxembourg,total,1975,0.0425,
Luxembourg,total,1980,0.0397,
Luxembourg,total,1985,0.067,
Luxembourg,total,1995,0.0565,
Luxembourg,total,1999,0.0605,
Luxembourg,total,2012,0.0445,
Luxembourg,total,2017,0.0456,
Malta,total,1980,0.02,
Malta,total,1995,0.056,
Malta,total,2002,0.0538,
Malta,total,2007,0.0557,
Malta,total,2012,0.0401,
Malta,total,2017,0.0638,
Monaco,total,1990,0.0067,
Monaco,total,1997,0.006,
Monaco,total,2002,0.0058,
Monaco,total,2007,0.0055,
Monaco,total,2009,0.005,
Montenegro,total,2010,0.1609,
Netherlands,total,1980,9.198,
Netherlands,total,1985,9.349,
Netherlands,total,1991,7.983,
Netherlands,total,1996,6.507,
Netherlands,total,2002,8.914,
Netherlands,total,2007,10.95,
Netherlands,total,2012,10.72,
Netherlands,total,2016,16.08,
North Macedonia,total,1996,1.555,
North Macedonia,total,2002,0.6332,
North Macedonia,total,2007,0.5512,
North Macedonia,total,2017,0.5235,
Norway,total,1980,2,
Norway,total,1996,2.42,
Norway,total,2002,2.399,
Norway,total,2007,3.026,
Poland,total,1970,10.11,
Poland,total,1975,13.53,
Poland,total,1980,15.13,
Poland,total,1985,16.41,
Poland,total,1992,13.39,
Poland,total,1997,12.8,
Poland,total,2002,11.73,
Poland,total,2007,12.03,
Poland,total,2012,11.48,
Poland,total,2017,10.08,
Portugal,total,1991,8.6,
Portugal,total,1998,11.14,
Portugal,total,2007,9.151,
Republic of Moldova,total,1992,1.963,
Republic of Moldova,total,2007,1.065,
Republic of Moldova,total,2017,0.84,
Romania,total,1970,9.59,
Romania,total,1975,14.4,
Romania,total,1980,18.8,
Romania,total,1985,20.5,
Romania,total,1990,20.41,
Romania,total,1997,12.46,
Romania,total,2002,9.222,
Romania,total,2007,6.884,
Romania,total,2012,6.482,
Romania,total,2017,6.773,
Russian Federation,total,1994,77.1,
Russian Federation,total,2001,66.2,
Russian Federation,total,2017,64.41,
Serbia,total,2007,3.958,
Serbia,total,2012,4.403,
Serbia,total,2017,5.377,
Slovakia,total,1997,1.31,
Slovakia,total,2002,1.094,
Slovakia,total,2007,0.688,
Slovakia,total,2012,0.6653,
Slovakia,total,2017,0.5563,
Slovenia,total,2002,0.8992,
Slovenia,total,2007,0.9349,
Slovenia,total,2012,0.9281,
Slovenia,total,2017,0.9314,
Spain,total,1975,36.08,
Spain,total,1980,39.92,
Spain,total,1986,45.85,
Spain,total,1991,36.9,
Spain,total,1997,34.6,
Spain,total,2002,35.94,
Spain,total,2007,35.57,
Spain,total,2012,36.64,
Spain,total,2016,31.22,
Sweden,total,1970,4.073,
Sweden,total,1975,4.135,
Sweden,total,1980,4.106,
Sweden,total,1985,2.97,
Sweden,total,1992,2.973,
Sweden,total,1997,2.711,
Sweden,total,2002,2.676,
Sweden,total,2007,2.63,
Sweden,total,2010,2.689,
Sweden,total,2015,2.375,
Switzerland,total,1975,2.598,
Switzerland,total,1980,2.589,
Switzerland,total,1985,2.646,
Switzerland,total,1992,2.695,
Switzerland,total,1997,2.559,
Switzerland,total,2002,2.518,
Switzerland,total,2012,2.005,
Ukraine,total,1992,26,
Ukraine,total,2000,18.28,
Ukraine,total,2005,15.08,
Ukraine,total,2010,14.85,
Ukraine,total,2017,9.18,
United Kingdom,total,1980,13.51,
United Kingdom,total,1985,11.53,
United Kingdom,total,1990,12.05,
United Kingdom,total,1995,12.12,
United Kingdom,total,2002,15.81,
United Kingdom,total,2007,8.513,
United Kingdom,total,2012,8.214,
United Kingdom,total,2016,8.42,
Australia,total,1996,22.19,
Australia,total,2001,21.7,
Australia,total,2005,18.76,
Australia,total,2012,16.02,
Australia,total,2017,16.55,
Fiji,total,1987,0.03,
Fiji,total,2000,0.0817,
Fiji,total,2005,0.0849,
New Zealand,total,1980,1.2,
New Zealand,total,1985,1.9,
New Zealand,total,1999,3.14,
New Zealand,total,2006,4.908,
New Zealand,total,2010,5.201,
